customerID,SeniorCitizen,tenure,MultipleLines,InternetService,TechSupport,Contract,MonthlyCharges,TotalCharges,Churn,StreamersWithTechSupport,Safer,Family,OnlinePayment,All,ExpectedRechargeTimes,MonthlyChargesBin
6357-JJPQT,0,3,0,0,0,1,80.5,232.35,0,1,0,0,1,0,3.0,1
2189-WWOEW,0,15,0,0,0,1,85.9,1269.55,1,1,0,0,0,0,15.0,1
9170-ARBTB,0,52,0,2,0,12,19.6,1012.4,0,0,0,1,0,0,4.333333333333333,0
7951-QKZPL,0,33,1,2,0,24,24.5,740.3,1,0,0,1,0,0,1.375,0
2436-QBZFP,0,22,0,1,0,1,39.2,849.9,0,1,0,1,0,0,22.0,0
6000-UKLWI,0,41,0,2,0,24,20.15,802.35,0,0,0,0,0,0,1.7083333333333333,0
7633-MVPUY,0,57,0,1,1,24,59.75,3450.15,0,0,0,0,1,0,2.375,0
3812-LRZIR,0,27,1,2,0,24,24.5,761.95,0,0,0,1,0,0,1.125,0
2325-WINES,0,32,1,0,0,12,104.05,3416.85,0,1,0,0,0,0,2.6666666666666665,1
9046-JBFWA,0,27,0,2,0,1,19.15,537.35,0,0,0,0,0,0,27.0,0
3528-HFRIQ,1,71,0,1,0,1,52.3,3765.05,0,1,0,0,0,0,71.0,0
7110-BDTWG,0,71,0,1,1,24,47.05,3263.6,0,1,0,0,1,0,2.9583333333333335,0
0515-YPMCW,0,1,0,0,0,1,70.45,70.45,1,0,0,0,0,0,1.0,1
3797-VTIDR,0,1,0,1,0,1,23.45,23.45,1,0,0,0,1,0,1.0,0
3097-PYWXL,0,4,0,2,0,1,19.95,82.9,0,0,0,1,1,0,4.0,0
1678-FYZOW,0,3,0,0,0,1,79.4,244.65,1,1,0,0,1,0,3.0,1
7929-DMBCV,0,20,0,0,1,1,81.0,1683.7,0,0,0,0,0,0,20.0,1
1465-VINDH,0,10,1,0,0,1,102.1,1068.85,1,1,0,1,0,0,10.0,1
5167-ZFFMM,0,1,1,0,0,1,90.85,90.85,1,1,0,0,0,0,1.0,1
7590-VHVEG,0,1,0,1,0,1,29.85,29.85,0,0,0,0,1,0,1.0,0
2800-VEQXM,0,3,0,0,0,1,74.75,238.1,0,0,0,0,0,0,3.0,1
0804-YGEQV,0,43,1,2,0,12,24.45,993.15,0,0,0,1,0,0,3.5833333333333335,0
2990-IAJSV,0,72,1,1,1,24,92.0,6632.75,0,1,1,0,0,0,3.0,1
6234-RAAPL,0,72,1,0,1,24,99.9,7251.7,0,1,0,1,0,0,3.0,1
7746-QYVCO,0,16,0,1,0,12,55.85,857.8,0,0,0,1,0,0,1.3333333333333333,0
3374-TTZTK,0,52,0,0,1,24,106.3,5487.0,0,1,1,0,1,0,2.1666666666666665,1
0594-UFTUL,0,13,0,2,0,1,19.85,252.0,0,0,0,1,0,0,13.0,0
1813-JLKWR,0,64,0,2,0,12,19.8,1336.65,0,0,0,1,0,0,5.333333333333333,0
5027-QPKTE,0,7,0,0,0,1,69.35,451.1,1,0,0,0,1,0,7.0,0
0295-QVKPB,0,5,0,1,1,1,63.95,318.1,0,1,0,0,0,0,5.0,0
0842-IWYCP,0,46,0,1,0,1,44.95,2168.9,0,0,0,0,0,0,46.0,0
2181-TIDSV,0,68,0,2,0,24,19.95,1303.25,0,0,0,1,0,0,2.8333333333333335,0
2347-WKKAE,0,42,1,0,0,1,94.4,4014.6,0,1,0,0,1,0,42.0,1
7398-LXGYX,0,44,1,0,0,1,84.8,3626.35,0,0,0,0,0,0,44.0,1
2466-FCCPT,0,20,0,2,0,12,19.7,395.6,0,0,0,1,0,0,1.6666666666666667,0
4199-QHJNM,1,67,1,0,1,24,102.9,6989.7,0,1,0,0,0,0,2.7916666666666665,1
4393-GEADV,0,70,1,0,1,24,114.75,7842.3,0,1,1,1,0,1,2.9166666666666665,0
9121-PHQSR,1,16,1,0,0,1,85.05,1391.15,0,1,0,0,0,0,16.0,1
8849-AYPTR,0,33,0,0,0,1,91.25,2964.05,0,1,0,0,0,0,33.0,1
1918-ZBFQJ,0,13,0,0,0,1,79.25,1111.65,1,0,0,0,1,0,13.0,1
1455-UGQVH,0,10,1,0,0,1,98.5,1037.75,1,1,0,0,1,0,10.0,1
7459-IMVYU,0,38,1,1,1,1,69.95,2657.55,0,0,1,0,0,0,38.0,0
4929-BSTRX,0,1,0,1,0,1,53.55,53.55,1,1,0,0,0,0,1.0,0
2159-TURXX,0,5,0,2,0,1,20.05,95.55,0,0,0,0,0,0,5.0,0
9451-WLYRI,0,53,0,2,0,12,19.05,990.45,0,0,0,0,0,0,4.416666666666667,0
6177-PEVRA,0,48,0,1,0,24,55.5,2627.35,0,0,0,0,0,0,2.0,0
7225-CBZPL,1,17,1,0,0,1,94.8,1563.9,0,1,0,0,1,0,17.0,1
1680-VDCWW,0,12,0,2,0,12,19.8,202.25,0,0,0,0,0,0,1.0,0
5724-BIDBU,0,49,1,1,0,12,55.35,2633.95,0,0,0,0,1,0,4.083333333333333,0
6480-YAGIY,0,45,0,0,1,12,112.2,5031.85,0,1,1,0,0,0,3.75,0
5297-MDOIR,0,63,0,0,0,12,81.15,5224.5,0,0,0,0,0,0,5.25,1
1000-AJSLD,0,1,0,2,0,1,20.1,20.1,1,0,0,0,0,0,1.0,0
6874-SGLHU,0,30,0,0,0,12,97.0,3021.3,0,1,0,0,0,0,2.5,1
5789-LDFXO,0,24,1,2,0,12,24.6,592.65,0,0,0,0,0,0,2.0,0
6990-YNRIO,0,65,1,0,1,24,108.65,6937.95,1,1,0,1,0,0,2.7083333333333335,1
7094-MSZAO,0,10,0,2,0,1,20.05,218.5,0,0,0,1,0,0,10.0,0
3249-ZPQRG,0,4,1,0,0,1,78.45,330.05,1,0,0,0,0,0,4.0,1
7730-IUTDZ,0,43,0,0,0,1,75.2,3198.6,1,0,0,0,1,0,43.0,1
2984-RGEYA,0,69,0,2,0,24,19.75,1375.4,0,0,0,1,0,0,2.875,0
1447-GIQMR,0,1,0,0,0,1,69.15,69.15,1,0,0,0,1,0,1.0,0
8096-LOIST,0,19,0,1,0,1,56.2,1093.4,0,1,0,0,1,0,19.0,0
7975-JMZNT,0,66,1,1,1,24,91.7,6075.9,0,1,1,0,0,0,2.75,1
1345-ZUKID,0,14,0,2,0,12,19.35,324.8,0,0,0,0,0,0,1.1666666666666667,0
2272-QAGFO,1,14,1,0,0,1,74.3,1096.25,1,0,0,0,1,0,14.0,1
9552-TGUZV,0,8,0,0,0,1,75.0,658.1,0,0,0,0,0,0,8.0,1
9135-MGVPY,0,69,0,1,1,24,84.7,5878.9,0,1,1,0,0,0,2.875,1
2720-WGKHP,1,2,1,0,0,1,94.0,181.7,1,1,0,0,1,0,2.0,1
2919-HBCJO,0,4,0,0,0,1,76.65,333.6,1,0,0,0,0,0,4.0,1
4091-TVOCN,0,48,1,1,0,12,78.75,3682.45,0,1,0,0,0,0,4.0,1
8182-PNAGI,0,12,0,1,1,1,50.25,593.75,1,0,0,0,0,0,12.0,0
6292-TOSSS,0,50,1,2,0,24,24.9,1195.25,0,0,0,0,0,0,2.0833333333333335,0
5482-VXSXJ,0,22,0,0,0,1,93.2,2157.3,0,1,0,0,0,0,22.0,1
2003-CKLOR,0,66,0,0,0,1,99.5,6710.5,1,1,0,0,0,0,66.0,1
4760-THGOT,0,43,1,0,0,1,94.1,4107.3,0,1,0,0,1,0,43.0,1
9667-TKTVZ,0,2,1,1,1,1,54.35,117.05,0,0,0,0,0,0,2.0,0
1342-JPNKI,0,10,1,0,0,1,86.05,834.1,1,1,0,0,0,0,10.0,1
6776-TLWOI,0,3,0,2,0,1,19.85,64.55,1,0,0,0,0,0,3.0,0
5016-ETTFF,0,10,0,1,0,1,29.5,255.25,1,0,0,0,0,0,10.0,0
2732-ISEZX,0,5,0,2,0,1,20.5,104.3,0,0,0,0,0,0,5.0,0
4958-XCBDQ,1,35,1,0,0,1,101.4,3496.3,1,1,0,0,1,0,35.0,1
8260-NGFNY,0,1,0,1,0,1,25.2,25.2,1,0,0,0,0,0,1.0,0
6510-UPNKS,0,23,1,2,0,12,24.8,615.35,0,0,0,0,0,0,1.9166666666666667,0
1352-HNSAW,0,72,1,0,1,24,115.6,8220.4,0,1,1,1,0,1,3.0,0
8216-AZUUZ,0,42,0,0,1,24,100.4,4303.65,0,1,0,1,1,0,1.75,1
3870-MQAMG,0,54,1,0,1,12,110.35,5893.15,1,1,0,0,0,0,4.5,0
1810-MVMAI,0,30,1,1,1,1,67.6,2000.2,0,0,1,1,0,0,30.0,0
4806-KEXQR,0,4,0,0,0,1,79.9,324.3,1,1,0,0,1,0,4.0,1
1848-LBZHY,0,7,0,1,0,1,50.3,355.1,0,0,0,0,0,0,7.0,0
6203-HBZPA,0,52,0,1,1,24,63.9,3334.95,0,1,1,0,0,0,2.1666666666666665,0
6921-OZMFH,0,5,1,1,1,1,55.7,259.4,0,0,0,1,0,0,5.0,0
8076-FEZKJ,0,10,0,2,0,12,19.5,225.85,0,0,0,0,0,0,0.8333333333333334,0
0816-TSPHQ,0,2,0,2,0,1,20.75,44.2,0,0,0,0,0,0,2.0,0
1304-NECVQ,1,2,1,0,0,1,78.55,149.55,1,0,0,0,1,0,2.0,1
8722-NGNBH,0,5,0,1,1,1,40.0,223.45,1,0,0,0,0,0,5.0,0
2233-TXSIU,0,17,0,1,0,12,44.45,792.15,0,1,0,1,0,0,1.4166666666666667,0
0867-MKZVY,0,20,1,0,0,1,82.4,1592.35,1,0,0,0,0,0,20.0,1
3552-CTCYF,0,63,1,0,0,24,104.8,6597.25,0,1,0,1,0,0,2.625,1
2856-HYAPG,0,1,0,0,0,1,68.65,68.65,1,0,0,0,0,0,1.0,0
1257-SXUXQ,0,5,0,2,0,1,19.45,86.05,0,0,0,1,0,0,5.0,0
5156-UMKOW,0,3,0,1,0,1,29.65,90.05,0,0,0,0,0,0,3.0,0
8914-RBTSB,0,31,1,0,0,1,93.8,3019.5,1,1,0,0,0,0,31.0,1
3522-CDKHF,0,32,0,0,0,1,75.5,2324.7,0,0,0,0,0,0,32.0,1
4389-UEFCZ,0,72,1,0,0,24,105.5,7544.0,0,1,0,0,1,0,3.0,1
9375-MHRRS,0,6,0,1,1,1,50.05,288.35,0,0,0,0,0,0,6.0,0
1173-XZPYF,0,11,1,0,0,1,89.2,990.3,0,1,0,0,1,0,11.0,1
3144-AUDBS,0,6,0,1,1,1,49.15,270.8,1,0,0,0,1,0,6.0,0
9490-DFPMD,1,42,1,0,0,1,84.65,3541.35,1,1,0,0,1,0,42.0,1
1729-VLAZJ,0,10,0,1,1,12,40.25,411.45,0,0,0,0,0,0,0.8333333333333334,0
8028-PNXHQ,0,62,1,2,0,24,24.25,1424.6,0,0,0,1,0,0,2.5833333333333335,0
2429-AYKKO,0,72,0,2,0,24,19.85,1434.1,0,0,0,0,0,0,3.0,0
3096-WPXBT,0,61,1,0,0,12,100.7,6018.65,0,1,1,1,0,1,5.083333333333333,1
8779-YIQQA,0,21,0,2,0,12,19.8,350.1,0,0,0,1,0,0,1.75,0
4123-FCVCB,0,12,1,1,1,12,75.85,854.45,0,1,0,0,0,0,1.0,1
8065-QBYTO,1,71,1,0,1,12,99.65,7181.25,0,1,0,0,0,0,5.916666666666667,1
9256-JTBNZ,0,11,0,2,0,1,20.3,246.3,0,0,0,0,0,0,11.0,0
3863-IUBJR,0,12,0,1,0,12,53.65,696.35,1,1,0,1,0,0,1.0,0
6253-WRFHY,0,13,0,1,0,12,64.75,877.35,0,1,0,1,1,0,1.0833333333333333,0
3716-BDVDB,0,1,0,0,0,1,69.1,69.1,1,0,0,0,1,0,1.0,0
9830-ECLEN,0,58,0,1,0,12,50.0,2919.85,0,1,1,1,0,1,4.833333333333333,0
2719-BDAQO,0,17,0,0,0,1,93.85,1625.65,1,1,0,0,0,0,17.0,1
7253-UVNDW,0,46,0,1,1,24,54.35,2460.15,1,0,0,0,0,0,1.9166666666666667,0
7349-ALMUX,0,37,0,1,1,24,65.6,2313.8,0,0,1,0,0,0,1.5416666666666667,0
1142-IHLOO,0,51,0,0,0,12,87.55,4475.9,0,1,0,0,0,0,4.25,1
3067-SVMTC,0,68,0,1,1,12,55.9,3848.8,0,0,0,0,0,0,5.666666666666667,0
1060-ENTOF,1,67,1,0,1,12,105.4,7035.6,0,1,1,0,0,0,5.583333333333333,1
1355-KUSBG,0,7,1,1,0,1,48.8,349.8,0,0,0,1,0,0,7.0,0
8967-SZQAS,0,14,0,1,0,1,50.45,765.45,0,0,0,0,0,0,14.0,0
1215-VFYVK,0,4,0,1,1,1,48.25,202.25,0,1,0,0,0,0,4.0,0
8266-VBFQL,0,4,0,0,1,1,90.4,356.65,0,1,0,0,1,0,4.0,1
3946-JEWRQ,0,47,1,0,0,12,95.2,4563.0,0,1,0,0,0,0,3.9166666666666665,1
3327-YBAKM,0,64,0,0,1,12,96.9,6314.35,0,1,0,0,0,0,5.333333333333333,1
7943-RQCHR,0,9,1,0,0,1,94.75,889.9,1,1,0,0,1,0,9.0,1
2082-OJVTK,0,29,1,0,0,1,89.2,2698.35,1,1,0,1,1,0,29.0,1
4328-VUFWD,0,39,0,1,1,12,59.3,2209.15,0,1,0,0,0,0,3.25,0
6734-PSBAW,0,72,1,2,0,24,23.55,1723.95,0,0,0,0,0,0,3.0,0
2927-QRRQV,0,46,1,0,0,12,94.65,4312.5,0,1,0,0,1,0,3.8333333333333335,1
2792-VPPET,0,3,0,2,0,1,20.5,76.95,0,0,0,0,1,0,3.0,0
1894-IGFSG,0,22,0,0,0,1,89.25,1907.85,1,1,0,0,0,0,22.0,1
8708-XPXHZ,0,42,1,0,0,1,94.2,4186.3,1,1,0,1,1,0,42.0,1
5811-IWXYM,0,52,1,0,0,12,101.25,5301.1,0,1,0,1,0,0,4.333333333333333,1
7614-QVWQL,0,49,0,1,0,12,51.8,2541.25,1,1,0,1,0,0,4.083333333333333,0
9209-NWPGU,0,44,0,1,1,12,65.4,2774.55,0,1,0,0,0,0,3.6666666666666665,0
8710-YGLWG,0,1,0,1,0,1,44.9,44.9,0,0,0,0,0,0,1.0,0
7789-HKSBS,1,42,1,0,0,12,105.2,4599.15,0,1,0,0,0,0,3.5,1
2737-WFVYW,0,2,0,1,0,1,45.25,85.5,1,1,0,0,1,0,2.0,0
9530-GRMJG,0,70,1,1,1,24,84.1,5979.7,0,1,0,1,1,0,2.9166666666666665,1
1135-LMECX,0,1,0,2,0,1,19.85,19.85,0,0,0,0,0,0,1.0,0
6849-WLEYG,0,1,0,2,0,1,19.75,19.75,1,0,0,0,0,0,1.0,0
1866-DIOQZ,0,71,0,1,1,12,66.8,4689.15,0,1,1,0,0,0,5.916666666666667,0
2595-KIWPV,0,27,0,2,0,24,19.7,509.3,0,0,0,0,0,0,1.125,0
8224-UAXBZ,0,58,0,1,0,12,45.35,2540.1,0,1,0,0,1,0,4.833333333333333,0
7153-CHRBV,0,57,0,1,1,12,59.3,3274.35,0,0,0,1,0,0,4.75,0
9492-TOKRI,0,18,1,0,0,1,90.0,1527.35,1,1,0,0,0,0,18.0,1
8853-TZDGH,0,72,1,0,1,24,111.6,8012.75,0,1,0,0,0,0,3.0,0
1689-YQBYY,0,12,1,0,0,1,76.6,893.0,0,0,0,0,1,0,12.0,1
3547-LQRIK,0,47,1,2,0,12,26.9,1250.85,0,0,0,0,0,0,3.9166666666666665,0
4860-IJUDE,0,13,0,0,0,1,73.75,956.65,0,0,0,0,0,0,13.0,1
7858-GTZSP,0,12,1,0,0,1,86.55,1066.9,0,1,0,0,1,0,12.0,1
9773-PEQBZ,0,10,1,0,0,1,79.85,797.25,0,0,0,0,0,0,10.0,1
1174-FGIFN,0,28,1,0,1,12,90.45,2509.25,0,1,0,1,1,0,2.3333333333333335,1
6166-ILMNY,0,2,0,0,0,1,69.75,144.55,1,0,0,0,0,0,2.0,0
2558-BUOZZ,0,47,1,0,0,12,94.8,4535.85,0,1,0,0,0,0,3.9166666666666665,1
8603-IJWDN,0,1,1,0,0,1,86.6,86.6,1,1,0,0,1,0,1.0,1
9027-TMATR,0,43,0,1,1,24,78.8,3460.3,0,1,0,0,1,0,1.7916666666666667,1
9814-AOUDH,0,53,0,2,0,24,19.5,1050.5,0,0,0,0,0,0,2.2083333333333335,0
4194-FJARJ,0,54,1,1,1,24,60.0,3273.95,0,0,0,1,0,0,2.25,0
0020-JDNXP,0,34,0,1,1,12,61.25,1993.2,0,1,0,1,0,0,2.8333333333333335,0
6549-BTYPG,0,60,0,1,1,24,60.8,3603.45,0,1,0,0,0,0,2.5,0
0674-DGMAQ,1,32,1,0,0,1,93.5,2970.8,0,1,0,0,1,0,32.0,1
6575-SUVOI,1,25,1,1,1,1,69.5,1752.65,0,1,0,0,0,0,25.0,0
6844-DZKRF,0,2,0,1,1,1,50.2,109.25,0,0,0,0,0,0,2.0,0
1270-XKUCC,0,30,0,2,0,24,19.7,599.25,0,0,0,1,0,0,1.25,0
3164-YAXFY,0,57,0,1,0,1,53.75,3196.0,0,1,0,0,1,0,57.0,0
5207-PLSTK,0,1,0,1,0,1,48.75,48.75,0,0,0,1,0,0,1.0,0
8106-GWQOK,0,38,0,1,1,24,60.0,2193.2,0,1,0,0,0,0,1.5833333333333333,0
2359-KLTEK,0,41,0,0,0,1,94.9,3848.0,0,1,0,1,0,0,41.0,1
7054-LGEQW,0,1,0,1,0,1,45.95,45.95,1,0,0,0,0,0,1.0,0
2984-AFWNC,0,3,0,0,0,1,95.4,293.15,0,1,0,0,0,0,3.0,1
1016-DJTSV,1,8,0,0,0,1,69.7,572.85,0,0,0,0,1,0,8.0,0
7760-OYPDY,0,2,0,0,0,1,80.65,144.15,1,1,0,0,1,0,2.0,1
7228-PAQPD,0,14,0,1,1,12,59.1,772.85,0,1,0,0,0,0,1.1666666666666667,0
7627-JKIAZ,0,37,1,0,0,1,78.95,2839.65,1,0,0,0,0,0,37.0,1
0122-OAHPZ,0,7,1,0,0,1,73.85,511.25,1,0,0,0,1,0,7.0,1
4501-UYKBC,1,46,1,1,1,12,69.1,3255.35,0,1,0,0,0,0,3.8333333333333335,0
7940-UQQUG,0,64,1,0,1,12,104.4,6721.6,0,1,0,1,0,0,5.333333333333333,1
9762-YAQAA,0,39,1,0,0,12,81.4,3213.75,0,0,0,0,0,0,3.25,1
5788-YPOEG,0,34,0,1,1,24,84.75,2839.45,0,1,1,1,0,1,1.4166666666666667,1
7690-KPNCU,0,64,0,1,0,12,73.05,4688.65,0,1,0,1,0,0,5.333333333333333,1
0973-KYVNF,0,72,0,1,0,24,70.65,5011.15,0,1,1,1,0,1,3.0,1
6559-RAKOZ,0,49,1,0,1,12,97.95,4917.9,0,1,0,1,1,0,4.083333333333333,1
9514-JDSKI,1,1,0,1,0,1,40.2,40.2,1,1,0,0,0,0,1.0,0
2959-EEXWB,0,45,0,1,0,1,50.9,2333.85,0,1,0,1,0,0,45.0,0
8108-UXRQN,0,11,0,1,0,1,50.55,565.35,0,1,0,1,0,0,11.0,0
5949-XIKAE,0,8,0,0,0,1,83.55,680.05,1,1,0,1,1,0,8.0,1
0032-PGELS,0,1,0,1,0,1,30.5,30.5,1,0,0,1,0,0,1.0,0
6437-UDQJM,1,72,1,1,0,24,84.1,6129.65,0,1,1,0,0,0,3.0,1
5351-QESIO,0,1,0,1,0,1,24.2,24.2,0,0,0,0,0,0,1.0,0
6469-MRVET,0,1,0,2,0,12,20.2,20.2,0,0,0,1,1,0,0.08333333333333333,0
1820-DJFPH,0,72,1,2,0,24,24.05,1709.15,0,0,0,1,0,0,3.0,0
7501-IWUNG,0,61,0,1,1,24,73.8,4616.05,0,1,0,1,0,0,2.5416666666666665,1
6821-BUXUX,0,13,1,0,0,1,96.65,1244.5,1,1,0,0,1,0,13.0,1
8621-MNIHH,1,34,1,0,0,1,94.25,3217.55,1,1,0,0,1,0,34.0,1
8869-LIHMK,0,64,1,0,1,24,115.1,7334.05,0,1,1,0,0,0,2.6666666666666665,0
1855-AGAWH,0,31,0,0,0,12,93.8,2939.8,0,1,0,0,1,0,2.5833333333333335,1
3313-QKNKB,0,59,1,0,0,12,85.55,5084.65,1,1,0,0,0,0,4.916666666666667,1
6906-MPARY,0,40,0,0,1,12,89.6,3488.15,0,1,0,0,0,0,3.3333333333333335,1
4742-TXUEX,0,47,0,2,0,24,19.3,890.5,0,0,0,1,0,0,1.9583333333333333,0
5151-HQRDG,0,37,1,1,0,1,55.05,2030.75,0,0,0,0,0,0,37.0,0
2955-BJZHG,0,17,0,0,0,1,80.85,1400.85,1,1,0,1,0,0,17.0,1
1393-IMKZG,0,1,0,0,1,1,95.85,95.85,0,1,0,0,1,0,1.0,1
2560-PPCHE,0,65,1,0,1,12,105.05,6744.25,0,1,0,0,0,0,5.416666666666667,1
5884-GCYMI,0,1,0,0,0,1,69.4,69.4,1,0,0,0,0,0,1.0,0
8859-YSTWS,0,48,0,2,0,12,19.95,1004.5,0,0,0,0,0,0,4.0,0
7895-VONWT,0,25,0,1,0,1,48.25,1293.8,0,1,0,0,1,0,25.0,0
9932-WBWIK,0,11,0,2,0,1,20.35,215.25,0,0,0,0,0,0,11.0,0
1241-EZFMJ,0,61,1,2,0,24,25.45,1538.6,0,0,0,0,0,0,2.5416666666666665,0
6496-SLWHQ,1,3,1,0,0,1,105.0,294.45,1,1,0,0,1,0,3.0,1
8915-NNTRC,0,72,1,0,1,24,107.7,7919.8,0,1,0,1,0,0,3.0,1
1153-GNOLC,0,33,0,1,0,12,39.1,1309.0,0,1,0,0,1,0,2.75,0
8155-IBNHG,0,24,1,0,0,1,75.4,1747.85,1,0,0,0,0,0,24.0,1
5275-PMFUT,0,72,0,1,1,24,64.8,4719.75,0,1,1,1,0,1,3.0,0
9720-JJJOR,0,41,0,1,0,12,60.3,2511.3,0,0,1,1,0,0,3.4166666666666665,0
7188-CBBBA,0,65,1,0,0,12,95.5,6153.85,0,1,0,0,1,0,5.416666666666667,1
0702-PGIBZ,0,4,1,0,0,1,101.7,364.55,1,1,0,0,1,0,4.0,1
6683-VLCTZ,1,20,1,0,0,1,98.55,1842.8,1,1,0,0,1,0,20.0,1
3642-GKTCT,0,61,1,0,1,12,115.1,6993.65,0,1,1,0,0,0,5.083333333333333,0
4999-IEZLT,0,66,0,1,1,12,29.45,1983.15,0,0,0,0,0,0,5.5,0
7255-SSFBC,0,72,1,0,1,24,112.25,8041.65,0,1,0,1,0,0,3.0,0
1137-DGOWI,0,30,0,1,1,12,70.25,2198.9,0,1,0,0,0,0,2.5,1
4732-RRJZC,0,7,0,2,0,1,20.25,144.35,0,0,0,1,0,0,7.0,0
3308-JSGML,1,59,0,1,1,24,64.05,3886.85,0,1,0,0,0,0,2.4583333333333335,0
3317-HRTNN,1,5,0,1,0,1,45.7,198.0,1,1,0,0,0,0,5.0,0
1303-SRDOK,0,55,0,0,0,24,69.05,3842.6,0,0,0,1,0,0,2.2916666666666665,0
5600-PDUJF,0,6,0,1,1,1,49.5,312.7,0,0,0,0,0,0,6.0,0
0730-KOAVE,0,30,1,0,0,1,94.3,2679.7,0,1,0,0,0,0,30.0,1
8660-BUETV,0,3,0,1,0,1,44.75,148.05,0,0,0,0,0,0,3.0,0
9928-BZVLZ,0,12,0,1,1,24,49.85,552.1,0,1,0,0,0,0,0.5,0
0397-ZXWQF,0,67,0,2,0,24,20.5,1430.95,0,0,0,0,0,0,2.7916666666666665,0
9741-YLNTD,0,6,1,0,1,1,87.95,522.35,0,1,0,0,0,0,6.0,1
4815-TUMEQ,0,10,0,2,0,12,19.3,185.2,0,0,0,0,0,0,0.8333333333333334,0
3192-LNKRK,0,34,0,0,0,1,84.05,2909.95,0,1,0,1,0,0,34.0,1
5201-CBWYG,0,62,1,2,0,12,24.8,1476.25,0,0,0,1,0,0,5.166666666666667,0
4940-KHCWD,0,60,0,1,1,24,37.7,2288.7,0,0,0,0,0,0,2.5,0
0265-EDXBD,1,32,1,0,0,1,74.9,2303.35,1,0,0,0,1,0,32.0,1
5449-FIBXJ,0,19,1,0,1,1,103.3,2012.7,1,1,0,1,0,0,19.0,1
6543-JXSOO,0,23,0,1,1,12,57.75,1282.85,0,0,0,1,0,0,1.9166666666666667,0
9776-OJUZI,1,65,1,0,0,1,95.45,6223.3,0,1,0,0,0,0,65.0,1
3372-CDXFJ,0,13,1,2,0,12,24.5,343.6,0,0,0,1,0,0,1.0833333333333333,0
2951-QOQTK,0,4,1,0,1,1,80.8,332.45,1,0,0,0,0,0,4.0,1
6032-IGALN,0,1,0,1,0,1,25.1,25.1,1,0,0,0,0,0,1.0,0
7064-FRRSW,1,48,1,0,0,12,99.0,4744.35,0,1,0,0,1,0,4.0,1
6877-TJMBR,0,1,0,0,1,1,84.8,84.8,1,1,0,0,1,0,1.0,1
9504-DSHWM,0,20,1,1,1,1,59.2,1191.2,0,0,0,0,0,0,20.0,0
4325-NFSKC,1,19,1,0,0,1,90.6,1660.0,1,1,0,0,1,0,19.0,1
8295-KMENE,0,59,1,1,1,24,76.45,4519.5,0,1,0,1,0,0,2.4583333333333335,1
3005-TYFRD,0,55,1,0,0,1,103.65,5676.65,0,1,0,0,0,0,55.0,1
4500-HKANN,0,23,1,1,1,24,59.7,1414.2,0,0,0,1,0,0,0.9583333333333334,0
3027-YNWZU,0,64,1,2,0,24,25.0,1584.8,0,0,0,0,0,0,2.6666666666666665,0
7096-UCLNH,0,1,0,2,0,1,20.05,20.05,0,0,0,0,0,0,1.0,0
7912-SYRQT,0,7,1,0,0,1,75.1,552.95,1,0,0,0,0,0,7.0,1
6308-CQRBU,0,71,1,0,1,24,109.25,7707.7,0,1,0,0,0,0,2.9583333333333335,1
5204-HMGYF,0,49,0,1,1,12,87.2,4345.0,0,1,1,1,0,1,4.083333333333333,1
4102-HLENU,0,67,1,1,0,24,65.65,4322.85,0,0,1,0,0,0,2.7916666666666665,0
2294-SALNE,0,23,0,0,1,12,86.8,1940.8,0,0,0,1,0,0,1.9166666666666667,1
4361-FEBGN,0,48,0,2,0,24,20.15,982.95,0,0,0,0,0,0,2.0,0
9501-UKKNL,0,59,0,1,1,1,51.7,3005.8,0,1,0,0,1,0,59.0,0
0871-OPBXW,0,2,0,2,0,1,20.05,39.25,0,0,0,0,0,0,2.0,0
2460-FPSYH,1,40,0,1,0,1,55.8,2109.35,1,1,0,0,1,0,40.0,0
4061-UKJWL,0,3,0,1,0,1,45.45,141.7,0,0,0,0,0,0,3.0,0
5135-GRQJV,1,72,1,0,1,24,114.5,8331.95,0,1,1,0,0,0,3.0,0
4626-OZDTJ,0,51,1,1,1,12,78.65,3950.85,0,1,0,0,0,0,4.25,1
8350-NYMVI,0,39,0,1,1,1,41.1,1597.05,0,0,0,0,0,0,39.0,0
6569-KTMDU,0,1,0,2,0,1,19.1,19.1,0,0,0,0,0,0,1.0,0
1406-PUQVY,0,1,0,1,0,1,49.9,49.9,0,0,0,0,1,0,1.0,0
8597-CTXVJ,0,70,1,1,1,12,64.95,4551.5,0,0,0,0,0,0,5.833333333333333,0
5893-PYOLZ,0,56,0,1,1,24,81.8,4534.45,0,1,0,0,0,0,2.3333333333333335,1
4550-EVXNY,0,1,0,0,0,1,69.65,69.65,1,0,0,0,1,0,1.0,0
3704-IEAXF,0,72,0,1,1,24,53.65,3784.0,0,1,0,1,0,0,3.0,0
6543-XRMYR,1,30,1,0,0,1,99.7,2967.35,1,1,0,0,1,0,30.0,1
9348-ROUAI,0,59,1,1,1,24,90.3,5194.05,0,1,1,1,0,1,2.4583333333333335,1
6904-JLBGY,1,72,1,0,1,24,117.35,8436.25,0,1,1,0,0,0,3.0,0
7841-TZDMQ,0,2,0,1,0,1,46.0,84.5,1,0,0,0,0,0,2.0,0
0378-TOVMS,0,3,0,0,1,1,85.8,272.2,1,1,0,0,0,0,3.0,1
