customerID,SeniorCitizen,tenure,MultipleLines,InternetService,TechSupport,Contract,TotalCharges,Churn,StreamersWithTechSupport,Safer,Family,OnlinePayment,All,AverageChargesBasedOnContract,MonthlyChargesBin
1455-UGQVH,0,10,1,0,0,1,1037.75,1,0,0,0,1,0,103.775,1
7459-IMVYU,0,38,1,1,1,1,2657.55,0,0,1,0,0,0,69.935524,0
4929-BSTRX,0,1,0,1,0,1,53.55,1,0,0,0,0,0,53.55,0
2159-TURXX,0,5,0,2,0,1,95.55,0,0,0,0,0,0,19.11,0
9451-WLYRI,0,53,0,2,0,12,990.45,0,0,0,0,0,0,224.25284,0
6177-PEVRA,0,48,0,1,0,24,2627.35,0,0,0,0,0,0,1313.675,0
7225-CBZPL,1,17,1,0,0,1,1563.9,0,0,0,0,1,0,91.99412,1
1680-VDCWW,0,12,0,2,0,12,202.25,0,0,0,0,0,0,202.25,0
5724-BIDBU,0,49,1,1,0,12,2633.95,0,0,0,0,1,0,645.04895,0
6480-YAGIY,0,45,0,0,1,12,5031.85,0,1,1,0,0,0,1341.8267,0
5297-MDOIR,0,63,0,0,0,12,5224.5,0,0,0,0,0,0,995.1429,1
1000-AJSLD,0,1,0,2,0,1,20.1,1,0,0,0,0,0,20.1,0
6874-SGLHU,0,30,0,0,0,12,3021.3,0,0,0,0,0,0,1208.52,1
5789-LDFXO,0,24,1,2,0,12,592.65,0,0,0,0,0,0,296.325,0
6990-YNRIO,0,65,1,0,1,24,6937.95,1,1,0,1,0,0,2561.7046,1
7094-MSZAO,0,10,0,2,0,1,218.5,0,0,0,1,0,0,21.85,0
3249-ZPQRG,0,4,1,0,0,1,330.05,1,0,0,0,0,0,82.5125,1
7730-IUTDZ,0,43,0,0,0,1,3198.6,1,0,0,0,1,0,74.38605,1
2984-RGEYA,0,69,0,2,0,24,1375.4,0,0,0,1,0,0,478.40002,0
1447-GIQMR,0,1,0,0,0,1,69.15,1,0,0,0,1,0,69.15,0
8096-LOIST,0,19,0,1,0,1,1093.4,0,0,0,0,1,0,57.54737,0
7975-JMZNT,0,66,1,1,1,24,6075.9,0,1,1,0,0,0,2209.4182,1
1345-ZUKID,0,14,0,2,0,12,324.8,0,0,0,0,0,0,278.4,0
2272-QAGFO,1,14,1,0,0,1,1096.25,1,0,0,0,1,0,78.30357,1
9552-TGUZV,0,8,0,0,0,1,658.1,0,0,0,0,0,0,82.2625,1
9135-MGVPY,0,69,0,1,1,24,5878.9,0,1,1,0,0,0,2044.8347,1
2720-WGKHP,1,2,1,0,0,1,181.7,1,0,0,0,1,0,90.85,1
2919-HBCJO,0,4,0,0,0,1,333.6,1,0,0,0,0,0,83.4,1
4091-TVOCN,0,48,1,1,0,12,3682.45,0,0,0,0,0,0,920.6124,1
8182-PNAGI,0,12,0,1,1,1,593.75,1,0,0,0,0,0,49.479168,0
6292-TOSSS,0,50,1,2,0,24,1195.25,0,0,0,0,0,0,573.72003,0
5482-VXSXJ,0,22,0,0,0,1,2157.3,0,0,0,0,0,0,98.05909,1
2003-CKLOR,0,66,0,0,0,1,6710.5,1,0,0,0,0,0,101.67424,1
4760-THGOT,0,43,1,0,0,1,4107.3,0,0,0,0,1,0,95.5186,1
9667-TKTVZ,0,2,1,1,1,1,117.05,0,0,0,0,0,0,58.525,0
1342-JPNKI,0,10,1,0,0,1,834.1,1,0,0,0,0,0,83.409996,1
6776-TLWOI,0,3,0,2,0,1,64.55,1,0,0,0,0,0,21.516668,0
5016-ETTFF,0,10,0,1,0,1,255.25,1,0,0,0,0,0,25.525,0
2732-ISEZX,0,5,0,2,0,1,104.3,0,0,0,0,0,0,20.86,0
4958-XCBDQ,1,35,1,0,0,1,3496.3,1,0,0,0,1,0,99.89429,1
8260-NGFNY,0,1,0,1,0,1,25.2,1,0,0,0,0,0,25.2,0
6510-UPNKS,0,23,1,2,0,12,615.35,0,0,0,0,0,0,321.05215,0
1352-HNSAW,0,72,1,0,1,24,8220.4,0,1,1,1,0,1,2740.1333,0
8216-AZUUZ,0,42,0,0,1,24,4303.65,0,1,0,1,1,0,2459.2285,1
3870-MQAMG,0,54,1,0,1,12,5893.15,1,1,0,0,0,0,1309.5889,0
1810-MVMAI,0,30,1,1,1,1,2000.2,0,0,1,1,0,0,66.67333,0
4806-KEXQR,0,4,0,0,0,1,324.3,1,0,0,0,1,0,81.075,1
1848-LBZHY,0,7,0,1,0,1,355.1,0,0,0,0,0,0,50.728573,0
6203-HBZPA,0,52,0,1,1,24,3334.95,0,1,1,0,0,0,1539.2076,0
6921-OZMFH,0,5,1,1,1,1,259.4,0,0,0,1,0,0,51.879997,0
8076-FEZKJ,0,10,0,2,0,12,225.85,0,0,0,0,0,0,271.02002,0
0816-TSPHQ,0,2,0,2,0,1,44.2,0,0,0,0,0,0,22.1,0
1304-NECVQ,1,2,1,0,0,1,149.55,1,0,0,0,1,0,74.775,1
8722-NGNBH,0,5,0,1,1,1,223.45,1,0,0,0,0,0,44.69,0
2233-TXSIU,0,17,0,1,0,12,792.15,0,0,0,1,0,0,559.16473,0
0867-MKZVY,0,20,1,0,0,1,1592.35,1,0,0,0,0,0,79.6175,1
3552-CTCYF,0,63,1,0,0,24,6597.25,0,0,0,1,0,0,2513.238,1
2856-HYAPG,0,1,0,0,0,1,68.65,1,0,0,0,0,0,68.65,0
1257-SXUXQ,0,5,0,2,0,1,86.05,0,0,0,1,0,0,17.210001,0
5156-UMKOW,0,3,0,1,0,1,90.05,0,0,0,0,0,0,30.016668,0
8914-RBTSB,0,31,1,0,0,1,3019.5,1,0,0,0,0,0,97.40323,1
3522-CDKHF,0,32,0,0,0,1,2324.7,0,0,0,0,0,0,72.64687,1
4389-UEFCZ,0,72,1,0,0,24,7544.0,0,0,0,0,1,0,2514.6667,1
9375-MHRRS,0,6,0,1,1,1,288.35,0,0,0,0,0,0,48.058334,0
1173-XZPYF,0,11,1,0,0,1,990.3,0,0,0,0,1,0,90.027275,1
3144-AUDBS,0,6,0,1,1,1,270.8,1,0,0,0,1,0,45.13333,0
9490-DFPMD,1,42,1,0,0,1,3541.35,1,0,0,0,1,0,84.317856,1
1729-VLAZJ,0,10,0,1,1,12,411.45,0,0,0,0,0,0,493.74,0
8028-PNXHQ,0,62,1,2,0,24,1424.6,0,0,0,1,0,0,551.45807,0
2429-AYKKO,0,72,0,2,0,24,1434.1,0,0,0,0,0,0,478.03333,0
3096-WPXBT,0,61,1,0,0,12,6018.65,0,0,1,1,0,0,1183.9967,1
8779-YIQQA,0,21,0,2,0,12,350.1,0,0,0,1,0,0,200.05714,0
4123-FCVCB,0,12,1,1,1,12,854.45,0,1,0,0,0,0,854.4501,1
8065-QBYTO,1,71,1,0,1,12,7181.25,0,1,0,0,0,0,1213.7324,1
9256-JTBNZ,0,11,0,2,0,1,246.3,0,0,0,0,0,0,22.39091,0
3863-IUBJR,0,12,0,1,0,12,696.35,1,0,0,1,0,0,696.35,0
6253-WRFHY,0,13,0,1,0,12,877.35,0,0,0,1,1,0,809.86145,0
3716-BDVDB,0,1,0,0,0,1,69.1,1,0,0,0,1,0,69.1,0
9830-ECLEN,0,58,0,1,0,12,2919.85,0,0,1,1,0,0,604.10693,0
2719-BDAQO,0,17,0,0,0,1,1625.65,1,0,0,0,0,0,95.62647,1
7253-UVNDW,0,46,0,1,1,24,2460.15,1,0,0,0,0,0,1283.5564,0
7349-ALMUX,0,37,0,1,1,24,2313.8,0,0,1,0,0,0,1500.8433,0
1142-IHLOO,0,51,0,0,0,12,4475.9,0,0,0,0,0,0,1053.1528,1
3067-SVMTC,0,68,0,1,1,12,3848.8,0,0,0,0,0,0,679.2,0
1060-ENTOF,1,67,1,0,1,12,7035.6,0,1,1,0,0,0,1260.1074,1
1355-KUSBG,0,7,1,1,0,1,349.8,0,0,0,1,0,0,49.971428,0
8967-SZQAS,0,14,0,1,0,1,765.45,0,0,0,0,0,0,54.675,0
1215-VFYVK,0,4,0,1,1,1,202.25,0,1,0,0,0,0,50.5625,0
8266-VBFQL,0,4,0,0,1,1,356.65,0,1,0,0,1,0,89.1625,1
3946-JEWRQ,0,47,1,0,0,12,4563.0,0,0,0,0,0,0,1165.0212,1
3327-YBAKM,0,64,0,0,1,12,6314.35,0,1,0,0,0,0,1183.9407,1
7943-RQCHR,0,9,1,0,0,1,889.9,1,0,0,0,1,0,98.87778,1
2082-OJVTK,0,29,1,0,0,1,2698.35,1,0,0,1,1,0,93.046555,1
4328-VUFWD,0,39,0,1,1,12,2209.15,0,1,0,0,0,0,679.73846,0
6734-PSBAW,0,72,1,2,0,24,1723.95,0,0,0,0,0,0,574.64996,0
2927-QRRQV,0,46,1,0,0,12,4312.5,0,0,0,0,1,0,1125.0,1
2792-VPPET,0,3,0,2,0,1,76.95,0,0,0,0,1,0,25.65,0
1894-IGFSG,0,22,0,0,0,1,1907.85,1,0,0,0,0,0,86.72045,1
8708-XPXHZ,0,42,1,0,0,1,4186.3,1,0,0,1,1,0,99.673805,1
5811-IWXYM,0,52,1,0,0,12,5301.1,0,0,0,1,0,0,1223.3308,1
7614-QVWQL,0,49,0,1,0,12,2541.25,1,0,0,1,0,0,622.3469,0
9209-NWPGU,0,44,0,1,1,12,2774.55,0,1,0,0,0,0,756.6955,0
8710-YGLWG,0,1,0,1,0,1,44.9,0,0,0,0,0,0,44.9,0
7789-HKSBS,1,42,1,0,0,12,4599.15,0,0,0,0,0,0,1314.0428,1
2737-WFVYW,0,2,0,1,0,1,85.5,1,0,0,0,1,0,42.75,0
9530-GRMJG,0,70,1,1,1,24,5979.7,0,1,0,1,1,0,2050.1829,1
1135-LMECX,0,1,0,2,0,1,19.85,0,0,0,0,0,0,19.85,0
6849-WLEYG,0,1,0,2,0,1,19.75,1,0,0,0,0,0,19.75,0
1866-DIOQZ,0,71,0,1,1,12,4689.15,0,1,1,0,0,0,792.53235,0
2595-KIWPV,0,27,0,2,0,24,509.3,0,0,0,0,0,0,452.71112,0
8224-UAXBZ,0,58,0,1,0,12,2540.1,0,0,0,0,1,0,525.53796,0
7153-CHRBV,0,57,0,1,1,12,3274.35,0,0,0,1,0,0,689.3369,0
9492-TOKRI,0,18,1,0,0,1,1527.35,1,0,0,0,0,0,84.852776,1
8853-TZDGH,0,72,1,0,1,24,8012.75,0,1,0,0,0,0,2670.9165,0
1689-YQBYY,0,12,1,0,0,1,893.0,0,0,0,0,1,0,74.416664,1
3547-LQRIK,0,47,1,2,0,12,1250.85,0,0,0,0,0,0,319.36594,0
4860-IJUDE,0,13,0,0,0,1,956.65,0,0,0,0,0,0,73.58846,1
7858-GTZSP,0,12,1,0,0,1,1066.9,0,0,0,0,1,0,88.90833,1
9773-PEQBZ,0,10,1,0,0,1,797.25,0,0,0,0,0,0,79.725,1
1174-FGIFN,0,28,1,0,1,12,2509.25,0,1,0,1,1,0,1075.3928,1
6166-ILMNY,0,2,0,0,0,1,144.55,1,0,0,0,0,0,72.275,0
2558-BUOZZ,0,47,1,0,0,12,4535.85,0,0,0,0,0,0,1158.0894,1
8603-IJWDN,0,1,1,0,0,1,86.6,1,0,0,0,1,0,86.6,1
9027-TMATR,0,43,0,1,1,24,3460.3,0,1,0,0,1,0,1931.3302,1
9814-AOUDH,0,53,0,2,0,24,1050.5,0,0,0,0,0,0,475.69812,0
4194-FJARJ,0,54,1,1,1,24,3273.95,0,0,0,1,0,0,1455.0889,0
0020-JDNXP,0,34,0,1,1,12,1993.2,0,1,0,1,0,0,703.4823,0
6549-BTYPG,0,60,0,1,1,24,3603.45,0,1,0,0,0,0,1441.38,0
0674-DGMAQ,1,32,1,0,0,1,2970.8,0,0,0,0,1,0,92.8375,1
6575-SUVOI,1,25,1,1,1,1,1752.65,0,1,0,0,0,0,70.106,0
6844-DZKRF,0,2,0,1,1,1,109.25,0,0,0,0,0,0,54.625,0
1270-XKUCC,0,30,0,2,0,24,599.25,0,0,0,1,0,0,479.40002,0
3164-YAXFY,0,57,0,1,0,1,3196.0,0,0,0,0,1,0,56.070175,0
5207-PLSTK,0,1,0,1,0,1,48.75,0,0,0,1,0,0,48.75,0
8106-GWQOK,0,38,0,1,1,24,2193.2,0,1,0,0,0,0,1385.179,0
2359-KLTEK,0,41,0,0,0,1,3848.0,0,0,0,1,0,0,93.85366,1
7054-LGEQW,0,1,0,1,0,1,45.95,1,0,0,0,0,0,45.95,0
2984-AFWNC,0,3,0,0,0,1,293.15,0,0,0,0,0,0,97.71667,1
1016-DJTSV,1,8,0,0,0,1,572.85,0,0,0,0,1,0,71.60625,0
7760-OYPDY,0,2,0,0,0,1,144.15,1,0,0,0,1,0,72.075,1
7228-PAQPD,0,14,0,1,1,12,772.85,0,1,0,0,0,0,662.4429,0
7627-JKIAZ,0,37,1,0,0,1,2839.65,1,0,0,0,0,0,76.74729,1
0122-OAHPZ,0,7,1,0,0,1,511.25,1,0,0,0,1,0,73.03571,1
4501-UYKBC,1,46,1,1,1,12,3255.35,0,1,0,0,0,0,849.22174,0
7940-UQQUG,0,64,1,0,1,12,6721.6,0,1,0,1,0,0,1260.3,1
9762-YAQAA,0,39,1,0,0,12,3213.75,0,0,0,0,0,0,988.8462,1
5788-YPOEG,0,34,0,1,1,24,2839.45,0,1,1,1,0,1,2004.3176,1
7690-KPNCU,0,64,0,1,0,12,4688.65,0,0,0,1,0,0,879.1218,1
0973-KYVNF,0,72,0,1,0,24,5011.15,0,0,1,1,0,0,1670.3833,1
6559-RAKOZ,0,49,1,0,1,12,4917.9,0,1,0,1,1,0,1204.3837,1
9514-JDSKI,1,1,0,1,0,1,40.2,1,0,0,0,0,0,40.2,0
2959-EEXWB,0,45,0,1,0,1,2333.85,0,0,0,1,0,0,51.863335,0
8108-UXRQN,0,11,0,1,0,1,565.35,0,0,0,1,0,0,51.39545,0
5949-XIKAE,0,8,0,0,0,1,680.05,1,0,0,1,1,0,85.00625,1
0032-PGELS,0,1,0,1,0,1,30.5,1,0,0,1,0,0,30.5,0
6437-UDQJM,1,72,1,1,0,24,6129.65,0,0,1,0,0,0,2043.2166,1
5351-QESIO,0,1,0,1,0,1,24.2,0,0,0,0,0,0,24.2,0
6469-MRVET,0,1,0,2,0,12,20.2,0,0,0,1,1,0,242.40001,0
1820-DJFPH,0,72,1,2,0,24,1709.15,0,0,0,1,0,0,569.7167,0
7501-IWUNG,0,61,0,1,1,24,4616.05,0,1,0,1,0,0,1816.1509,1
6821-BUXUX,0,13,1,0,0,1,1244.5,1,0,0,0,1,0,95.73077,1
8621-MNIHH,1,34,1,0,0,1,3217.55,1,0,0,0,1,0,94.63383,1
8869-LIHMK,0,64,1,0,1,24,7334.05,0,1,1,0,0,0,2750.2686,0
1855-AGAWH,0,31,0,0,0,12,2939.8,0,0,0,0,1,0,1137.987,1
3313-QKNKB,0,59,1,0,0,12,5084.65,1,0,0,0,0,0,1034.166,1
6906-MPARY,0,40,0,0,1,12,3488.15,0,1,0,0,0,0,1046.4451,1
4742-TXUEX,0,47,0,2,0,24,890.5,0,0,0,1,0,0,454.7234,0
5151-HQRDG,0,37,1,1,0,1,2030.75,0,0,0,0,0,0,54.885136,0
2955-BJZHG,0,17,0,0,0,1,1400.85,1,0,0,1,0,0,82.40294,1
1393-IMKZG,0,1,0,0,1,1,95.85,0,1,0,0,1,0,95.85,1
2560-PPCHE,0,65,1,0,1,12,6744.25,0,1,0,0,0,0,1245.0923,1
5884-GCYMI,0,1,0,0,0,1,69.4,1,0,0,0,0,0,69.4,0
8859-YSTWS,0,48,0,2,0,12,1004.5,0,0,0,0,0,0,251.125,0
7895-VONWT,0,25,0,1,0,1,1293.8,0,0,0,0,1,0,51.752003,0
9932-WBWIK,0,11,0,2,0,1,215.25,0,0,0,0,0,0,19.568182,0
1241-EZFMJ,0,61,1,2,0,24,1538.6,0,0,0,0,0,0,605.3508,0
6496-SLWHQ,1,3,1,0,0,1,294.45,1,0,0,0,1,0,98.15,1
8915-NNTRC,0,72,1,0,1,24,7919.8,0,1,0,1,0,0,2639.9333,1
1153-GNOLC,0,33,0,1,0,12,1309.0,0,0,0,0,1,0,476.0,0
8155-IBNHG,0,24,1,0,0,1,1747.85,1,0,0,0,0,0,72.82708,1
5275-PMFUT,0,72,0,1,1,24,4719.75,0,1,1,1,0,1,1573.25,0
9720-JJJOR,0,41,0,1,0,12,2511.3,0,0,1,1,0,0,735.01465,0
7188-CBBBA,0,65,1,0,0,12,6153.85,0,0,0,0,1,0,1136.0953,1
0702-PGIBZ,0,4,1,0,0,1,364.55,1,0,0,0,1,0,91.1375,1
6683-VLCTZ,1,20,1,0,0,1,1842.8,1,0,0,0,1,0,92.14,1
3642-GKTCT,0,61,1,0,1,12,6993.65,0,1,1,0,0,0,1375.8,0
4999-IEZLT,0,66,0,1,1,12,1983.15,0,0,0,0,0,0,360.57272,0
7255-SSFBC,0,72,1,0,1,24,8041.65,0,1,0,1,0,0,2680.55,0
1137-DGOWI,0,30,0,1,1,12,2198.9,0,1,0,0,0,0,879.55994,1
4732-RRJZC,0,7,0,2,0,1,144.35,0,0,0,1,0,0,20.62143,0
3308-JSGML,1,59,0,1,1,24,3886.85,0,1,0,0,0,0,1581.0916,0
3317-HRTNN,1,5,0,1,0,1,198.0,1,0,0,0,0,0,39.6,0
1303-SRDOK,0,55,0,0,0,24,3842.6,0,0,0,1,0,0,1676.771,0
5600-PDUJF,0,6,0,1,1,1,312.7,0,0,0,0,0,0,52.11667,0
0730-KOAVE,0,30,1,0,0,1,2679.7,0,0,0,0,0,0,89.32333,1
8660-BUETV,0,3,0,1,0,1,148.05,0,0,0,0,0,0,49.350002,0
9928-BZVLZ,0,12,0,1,1,24,552.1,0,1,0,0,0,0,1104.2,0
0397-ZXWQF,0,67,0,2,0,24,1430.95,0,0,0,0,0,0,512.5791,0
9741-YLNTD,0,6,1,0,1,1,522.35,0,1,0,0,0,0,87.05833,1
4815-TUMEQ,0,10,0,2,0,12,185.2,0,0,0,0,0,0,222.24,0
3192-LNKRK,0,34,0,0,0,1,2909.95,0,0,0,1,0,0,85.58676,1
5201-CBWYG,0,62,1,2,0,12,1476.25,0,0,0,1,0,0,285.7258,0
4940-KHCWD,0,60,0,1,1,24,2288.7,0,0,0,0,0,0,915.48,0
0265-EDXBD,1,32,1,0,0,1,2303.35,1,0,0,0,1,0,71.97969,1
5449-FIBXJ,0,19,1,0,1,1,2012.7,1,1,0,1,0,0,105.93158,1
6543-JXSOO,0,23,0,1,1,12,1282.85,0,0,0,1,0,0,669.313,0
9776-OJUZI,1,65,1,0,0,1,6223.3,0,0,0,0,0,0,95.74307,1
3372-CDXFJ,0,13,1,2,0,12,343.6,0,0,0,1,0,0,317.16922,0
2951-QOQTK,0,4,1,0,1,1,332.45,1,0,0,0,0,0,83.1125,1
6032-IGALN,0,1,0,1,0,1,25.1,1,0,0,0,0,0,25.1,0
7064-FRRSW,1,48,1,0,0,12,4744.35,0,0,0,0,1,0,1186.0875,1
6877-TJMBR,0,1,0,0,1,1,84.8,1,1,0,0,1,0,84.8,1
9504-DSHWM,0,20,1,1,1,1,1191.2,0,0,0,0,0,0,59.559998,0
4325-NFSKC,1,19,1,0,0,1,1660.0,1,0,0,0,1,0,87.36842,1
8295-KMENE,0,59,1,1,1,24,4519.5,0,1,0,1,0,0,1838.4407,1
3005-TYFRD,0,55,1,0,0,1,5676.65,0,0,0,0,0,0,103.211815,1
4500-HKANN,0,23,1,1,1,24,1414.2,0,0,0,1,0,0,1475.6869,0
3027-YNWZU,0,64,1,2,0,24,1584.8,0,0,0,0,0,0,594.30005,0
7096-UCLNH,0,1,0,2,0,1,20.05,0,0,0,0,0,0,20.05,0
7912-SYRQT,0,7,1,0,0,1,552.95,1,0,0,0,0,0,78.99286,1
6308-CQRBU,0,71,1,0,1,24,7707.7,0,1,0,0,0,0,2605.42,1
5204-HMGYF,0,49,0,1,1,12,4345.0,0,1,1,1,0,1,1064.0817,1
4102-HLENU,0,67,1,1,0,24,4322.85,0,0,1,0,0,0,1548.4836,0
2294-SALNE,0,23,0,0,1,12,1940.8,0,0,0,1,0,0,1012.5914,1
4361-FEBGN,0,48,0,2,0,24,982.95,0,0,0,0,0,0,491.47498,0
9501-UKKNL,0,59,0,1,1,1,3005.8,0,1,0,0,1,0,50.945763,0
0871-OPBXW,0,2,0,2,0,1,39.25,0,0,0,0,0,0,19.625,0
2460-FPSYH,1,40,0,1,0,1,2109.35,1,0,0,0,1,0,52.733753,0
4061-UKJWL,0,3,0,1,0,1,141.7,0,0,0,0,0,0,47.233334,0
5135-GRQJV,1,72,1,0,1,24,8331.95,0,1,1,0,0,0,2777.3167,0
4626-OZDTJ,0,51,1,1,1,12,3950.85,0,1,0,0,0,0,929.6118,1
8350-NYMVI,0,39,0,1,1,1,1597.05,0,0,0,0,0,0,40.95,0
6569-KTMDU,0,1,0,2,0,1,19.1,0,0,0,0,0,0,19.1,0
1406-PUQVY,0,1,0,1,0,1,49.9,0,0,0,0,1,0,49.9,0
8597-CTXVJ,0,70,1,1,1,12,4551.5,0,0,0,0,0,0,780.2572,0
5893-PYOLZ,0,56,0,1,1,24,4534.45,0,1,0,0,0,0,1943.3359,1
4550-EVXNY,0,1,0,0,0,1,69.65,1,0,0,0,1,0,69.65,0
3704-IEAXF,0,72,0,1,1,24,3784.0,0,1,0,1,0,0,1261.3334,0
6543-XRMYR,1,30,1,0,0,1,2967.35,1,0,0,0,1,0,98.91167,1
9348-ROUAI,0,59,1,1,1,24,5194.05,0,1,1,1,0,1,2112.834,1
6904-JLBGY,1,72,1,0,1,24,8436.25,0,1,1,0,0,0,2812.0833,0
7841-TZDMQ,0,2,0,1,0,1,84.5,1,0,0,0,0,0,42.25,0
0378-TOVMS,0,3,0,0,1,1,272.2,1,1,0,0,0,0,90.73334,1
0924-BJCRC,1,60,1,0,0,1,5294.6,0,0,0,0,0,0,88.24333,1
7879-CGSFV,0,55,0,0,0,12,5552.05,0,0,0,0,0,0,1211.3563,1
2057-BOYKM,1,72,1,0,1,24,6827.5,0,0,1,0,0,0,2275.8333,1
3258-ZKPAI,0,72,1,0,1,24,8337.45,0,1,1,1,0,1,2779.1501,0
0302-JOIVN,0,8,0,0,0,1,842.9,1,0,0,0,0,0,105.3625,1
0455-ENTCR,0,66,1,1,1,24,5538.35,0,1,0,0,0,0,2013.9456,1
3422-WJOYD,0,28,0,1,1,12,1426.45,0,0,0,0,0,0,611.3357,0
3884-HCSWG,0,17,0,0,0,1,1144.5,1,0,0,0,1,0,67.32353,1
3452-SRFEG,0,49,1,0,0,1,3720.35,0,0,0,0,0,0,75.925514,1
8966-KZXXA,0,36,1,2,0,24,930.95,0,0,0,1,0,0,620.6333,0
0913-XWSCN,0,55,1,0,0,1,4713.4,0,0,0,1,0,0,85.69818,1
4443-EMBNA,0,71,1,2,0,24,1836.9,0,0,0,0,0,0,620.92395,0
7503-EPSZW,0,64,1,2,0,24,1559.15,0,0,0,1,0,0,584.6813,0
5208-HFSBT,0,2,0,1,1,1,102.75,1,0,0,0,0,0,51.375,0
7663-YJHSN,0,72,1,0,1,24,7556.9,0,1,1,0,0,0,2518.9666,1
8739-WWKDU,1,25,1,0,0,1,2196.15,1,0,0,0,1,0,87.84599,1
2482-CZGBB,0,10,0,0,0,1,740.0,1,0,0,0,1,0,74.0,1
0187-QSXOE,1,7,0,0,0,1,605.45,0,0,0,0,1,0,86.49286,1
6845-RGTYS,0,47,1,0,0,1,4533.7,1,0,1,0,1,0,96.46171,1
7016-NVRIC,1,29,0,0,0,12,2656.7,0,0,0,0,0,0,1099.3241,1
8229-MYEJZ,0,10,0,1,0,1,498.25,0,0,0,0,0,0,49.825,0
2332-EFBJY,0,16,0,2,0,1,342.4,1,0,0,0,0,0,21.4,0
1230-QAJDW,0,3,1,1,1,1,209.9,0,1,0,0,0,0,69.96667,0
3797-FKOGQ,0,11,1,0,0,1,893.2,0,0,0,0,0,0,81.200005,1
6728-VOIFY,0,63,0,0,0,12,6109.75,0,0,0,0,1,0,1163.7618,1
7851-FLGGQ,0,1,0,1,1,1,44.65,1,1,0,0,0,0,44.65,0
5616-PRTNT,0,20,0,2,0,1,374.5,1,0,0,0,1,0,18.725,0
3774-VBNXY,0,64,0,2,0,24,1277.75,0,0,0,1,0,0,479.15625,0
3780-YVMFA,0,8,0,1,1,1,564.35,0,1,0,1,1,0,70.54375,0
1661-CZBAU,0,48,1,1,1,12,3629.2,0,1,0,0,0,0,907.2999,1
6380-ARCEH,0,1,0,2,0,1,20.2,0,0,0,0,0,0,20.2,0
9415-DPEWS,0,18,1,0,1,1,1639.3,1,1,0,0,1,0,91.07223,1
7449-HVPIV,0,55,1,0,0,1,5099.15,0,0,0,1,0,0,92.711815,1
3285-UCQVC,0,37,0,1,1,1,973.55,1,0,0,0,0,0,26.312162,0
4129-LYCOI,0,67,1,0,1,24,7039.05,0,1,0,0,1,0,2521.4507,1
0256-LTHVJ,0,28,0,0,0,1,2227.1,1,0,0,1,1,0,79.53929,1
6349-JDHQP,0,53,0,2,0,24,1049.6,0,0,0,0,0,0,475.2906,0
5478-JJVZK,0,33,1,1,0,1,2033.85,0,0,0,0,0,0,61.631817,0
3192-NQECA,0,68,1,0,1,24,7611.85,1,1,0,0,0,0,2686.5354,1
7928-VJYAB,0,11,0,0,0,1,1020.2,0,0,0,1,0,0,92.74545,1
0799-DDIHE,0,15,0,1,0,1,639.45,0,0,0,1,0,0,42.63,0
7694-VLBWQ,0,67,1,0,0,12,7040.85,1,0,0,0,0,0,1261.0479,1
9483-GCPWE,0,9,0,2,0,12,190.25,0,0,0,0,0,0,253.66667,0
0516-UXRMT,0,62,1,0,0,12,5755.8,0,0,1,0,1,0,1114.0258,1
1304-BCCFO,0,9,0,1,0,1,564.4,0,0,0,0,0,0,62.711113,1
1977-STDKI,1,1,0,0,0,1,73.0,1,0,0,0,1,0,73.0,1
3197-NNYNB,0,65,1,0,0,24,6631.85,0,0,0,0,0,0,2448.683,1
2955-PSXOE,0,1,0,2,0,1,20.2,1,0,0,0,0,0,20.2,0
4612-SSVHJ,1,20,0,0,0,1,1671.6,0,0,0,0,1,0,83.58,1
7854-EKTJL,0,2,0,2,0,1,35.85,1,0,0,0,1,0,17.925,0
2208-NQBCT,0,26,0,0,0,1,2070.05,0,0,0,1,0,0,79.61731,1
3178-FESZO,0,1,1,0,0,1,100.25,1,0,0,0,0,0,100.25,1
3301-LSLWQ,0,29,1,1,0,1,1912.15,0,0,0,0,1,0,65.93621,0
7956-XQWGU,0,27,0,2,0,1,460.25,0,0,0,0,0,0,17.046297,0
4110-PFEUZ,0,1,0,0,0,1,69.55,1,0,0,0,0,0,69.55,0
8173-RXAYP,0,24,0,2,0,24,452.55,0,0,0,1,0,0,452.55,0
0134-XWXCE,1,44,0,1,1,12,3268.05,0,1,0,0,0,0,891.2864,1
8205-OTCHB,0,22,0,1,0,12,903.6,1,0,0,0,0,0,492.87274,0
9738-QLWTP,0,39,0,0,1,12,3219.75,0,0,0,0,0,0,990.6923,1
6905-NIQIN,0,1,0,1,0,1,50.65,1,0,0,0,0,0,50.65,0
0727-IWKVK,0,9,0,0,0,1,741.7,1,0,0,0,1,0,82.41111,1
0310-MVLET,0,61,1,0,0,1,6010.05,1,0,0,1,1,0,98.525406,1
1866-ZSLJM,0,21,0,2,0,1,402.85,0,0,0,0,0,0,19.183334,0
4139-SUGLD,0,31,0,1,1,1,1077.5,1,0,0,1,0,0,34.758064,0
0536-BGFMZ,0,28,0,2,0,1,563.05,0,0,0,0,0,0,20.108929,0
7330-WZLNC,0,5,1,0,0,1,455.5,1,0,0,0,1,0,91.1,1
5197-PYEPU,0,42,1,0,0,12,3923.8,0,0,0,1,0,0,1121.0857,1
4195-NZGTA,0,1,0,1,0,1,25.25,0,0,0,0,0,0,25.25,0
