customerID,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4871-JTKJF,1,1,1,1,No,Fiber optic,No,No,No,No,No,No,1,1,1,69.65,69.65,1.0
3704-IEAXF,0,0,0,72,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,24,0,0,53.65,3784.0,0.0
3199-NPKCN,0,0,1,67,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,12,1,1,111.25,7511.65,0.0
6959-UWKHF,0,1,1,1,No,DSL,No,No,No,No,No,No,1,1,1,42.9,42.9,1.0
4132-POCZS,0,0,1,52,No phone service,DSL,Yes,No,No,No,No,Yes,1,1,1,39.9,2020.9,0.0
8903-WMRNW,0,0,1,15,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,0,1,101.75,1669.4,0.0
8775-CEBBJ,0,1,1,9,No,DSL,No,No,No,No,No,No,1,1,0,44.2,403.35,1.0
1000-AJSLD,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.1,20.1,1.0
9391-YZEJW,0,1,1,62,Yes,Fiber optic,No,No,No,No,Yes,Yes,12,1,0,94.0,5757.2,0.0
1251-STYSZ,1,1,1,4,Yes,Fiber optic,Yes,No,No,No,No,No,1,1,1,80.25,303.7,0.0
0708-SJDIS,0,1,1,34,Yes,DSL,No,No,No,Yes,Yes,No,1,0,0,65.0,2157.5,0.0
8444-WRIDW,1,1,1,66,Yes,Fiber optic,No,Yes,No,No,No,No,1,1,0,80.45,5224.35,1.0
4707-MAXGU,0,0,1,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.85,1872.2,0.0
4822-NGOCH,0,1,1,13,Yes,Fiber optic,No,Yes,Yes,No,No,No,1,1,1,84.45,1058.6,1.0
9547-ITEFG,0,0,0,9,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1,1,0,102.6,897.75,0.0
2897-DOVND,0,1,1,2,No,Fiber optic,No,No,No,No,No,No,1,1,1,69.8,146.65,0.0
0407-BDJKB,0,0,1,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1,1,1,95.75,5742.9,1.0
6921-OZMFH,0,0,0,5,Yes,DSL,No,No,No,Yes,No,No,1,1,0,55.7,259.4,0.0
2342-CKIAO,0,1,1,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.3,41.2,0.0
0980-PVMRC,0,0,0,40,No phone service,DSL,No,Yes,No,No,Yes,Yes,1,1,1,50.85,2036.55,0.0
4404-HIBDJ,0,1,1,25,No,DSL,Yes,Yes,Yes,Yes,Yes,No,12,0,0,74.3,1863.8,1.0
1222-KJNZD,0,0,0,40,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.4,745.3,0.0
5260-UMPWX,0,0,0,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.25,493.95,0.0
6344-SFJVH,0,1,1,20,No phone service,DSL,No,No,No,No,No,No,1,0,0,24.9,505.95,0.0
6653-CBBOM,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,1,1,1,70.3,70.3,1.0
4971-PUYQO,0,1,1,27,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,0,94.55,2724.6,1.0
1258-YMZNM,1,1,1,27,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,12,1,0,110.5,2857.6,0.0
7293-LSCDV,0,0,0,60,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,19.25,1103.25,0.0
7242-QZLXF,0,1,0,1,No phone service,DSL,No,No,No,No,No,No,1,1,1,25.3,25.3,1.0
7730-IUTDZ,0,1,1,43,No,Fiber optic,Yes,No,No,No,No,No,1,1,1,75.2,3198.6,1.0
3256-EZDBI,1,0,1,51,No phone service,DSL,No,Yes,No,No,No,No,1,1,0,29.45,1459.35,0.0
2725-KXXWT,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,90.75,90.75,1.0
2637-FKFSY,0,0,1,3,No,DSL,No,No,No,No,No,No,1,1,0,46.1,130.15,0.0
1084-MNSMJ,0,0,0,51,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,85.5,4421.95,0.0
1373-ORVIZ,0,0,0,11,Yes,DSL,No,No,No,Yes,No,Yes,1,1,1,66.35,740.8,1.0
6786-OBWQR,0,0,0,5,No,Fiber optic,No,No,No,No,Yes,No,1,1,1,80.85,356.1,0.0
8229-BUJHX,0,0,0,71,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.5,1500.95,0.0
6408-WHTEF,0,0,0,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,89.4,6376.55,0.0
5110-CHOPY,0,1,1,60,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,24,0,1,53.6,3237.05,0.0
1746-TGTWV,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,1,0,0,75.35,75.35,0.0
6609-MXJHJ,0,0,0,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,25.1,789.55,0.0
4001-TSBTV,0,0,0,58,No,Fiber optic,No,Yes,Yes,No,Yes,No,1,1,1,91.55,5511.65,0.0
3951-NJCVI,1,0,1,42,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,95.05,3944.5,0.0
3374-PZLXD,0,1,1,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.7,675.6,0.0
2418-TPEUN,0,0,0,56,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,19.8,1119.9,0.0
5707-ZMDJP,0,0,0,53,No,DSL,Yes,Yes,No,Yes,Yes,No,24,1,0,69.7,3729.6,0.0
2642-MAWLJ,0,0,0,36,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.25,717.95,0.0
5944-UGLLK,0,1,1,53,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,12,0,0,54.9,3045.75,0.0
9601-BRXPO,0,0,1,25,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1,1,0,104.95,2566.5,1.0
2506-CLAKW,0,1,1,6,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,1,1,0,98.15,567.45,1.0
6516-NKQBO,0,0,0,38,No,DSL,Yes,No,Yes,Yes,Yes,Yes,24,0,0,81.0,3084.9,0.0
0991-BRRFB,0,1,1,18,No,DSL,Yes,No,No,No,No,No,1,0,1,49.4,874.8,1.0
5429-LWCMV,0,1,1,12,Yes,Fiber optic,No,Yes,No,No,No,Yes,1,1,1,89.15,1057.55,0.0
0212-ISBBF,0,1,1,22,No phone service,DSL,No,Yes,No,No,Yes,Yes,1,1,1,50.35,1098.85,0.0
3807-BPOMJ,0,0,1,55,No,Fiber optic,Yes,No,No,No,Yes,Yes,12,1,1,94.75,5276.1,0.0
0376-OIWME,0,0,1,36,No,Fiber optic,Yes,No,No,No,Yes,Yes,1,1,1,93.6,3366.05,0.0
4815-TUMEQ,0,1,1,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,19.3,185.2,0.0
9609-BENEA,0,0,1,35,Yes,DSL,No,Yes,No,Yes,Yes,No,12,1,1,69.0,2441.7,0.0
3774-VBNXY,0,0,0,64,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.2,1277.75,0.0
5716-LIBJC,0,1,0,13,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12,1,0,104.15,1299.1,0.0
8215-NGSPE,0,0,0,42,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,20.0,833.55,0.0
5549-ZGHFB,0,0,0,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,24.95,1261.45,0.0
5536-SLHPM,0,0,1,55,Yes,Fiber optic,No,No,Yes,No,No,No,1,1,1,77.75,4458.15,1.0
0187-WZNAB,0,0,0,27,No,Fiber optic,Yes,No,No,No,No,No,1,0,0,74.4,1972.35,0.0
2266-SJNAT,0,0,1,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12,0,0,109.15,7789.6,0.0
9488-FVZCC,0,0,0,72,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,24,1,0,79.5,5661.7,0.0
3398-GCPMU,1,0,0,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,89.55,6448.85,0.0
9208-OLGAQ,1,1,1,18,No,Fiber optic,No,No,Yes,No,No,Yes,1,1,1,84.95,1443.65,0.0
5298-GSTLM,1,1,1,60,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,12,1,0,101.4,6176.6,0.0
4831-EOBFE,0,0,0,29,No,Fiber optic,Yes,No,No,No,Yes,Yes,1,0,0,94.65,2649.15,1.0
0621-CXBKL,0,1,1,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,18.7,1005.7,0.0
9391-LMANN,0,1,0,53,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,12,0,1,95.95,5036.9,0.0
9233-PSYHO,1,1,1,45,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,12,1,0,100.15,4459.8,0.0
7148-XZPHA,0,0,0,55,No,Fiber optic,No,Yes,No,Yes,No,No,1,0,1,79.4,4238.45,0.0
3795-CAWEX,0,0,0,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,116.55,8152.3,0.0
4685-TFLLS,0,0,0,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,19.8,342.3,0.0
3129-AAQOU,0,0,0,19,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.6,485.9,0.0
9828-AOQLM,0,0,0,1,No,DSL,No,No,No,No,No,No,1,1,1,45.7,45.7,1.0
1137-DGOWI,0,0,1,30,No,DSL,No,Yes,Yes,Yes,No,Yes,12,0,0,70.25,2198.9,0.0
6393-WRYZE,0,0,1,34,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,97.65,3207.55,1.0
4139-DETXS,0,0,0,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,64.45,4528.0,0.0
8603-IJWDN,0,1,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,1,1,1,86.6,86.6,1.0
1092-WPIVQ,0,0,0,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.1,428.45,0.0
3254-YRILK,1,1,1,19,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,1,1,88.2,1775.8,1.0
4459-BBGHE,0,1,0,30,No phone service,DSL,No,No,No,No,Yes,Yes,1,1,1,44.5,1307.8,0.0
1323-OOEPC,0,0,1,53,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,0,98.4,5149.5,1.0
7734-DBOAI,0,0,0,1,No phone service,DSL,No,No,No,Yes,Yes,No,1,0,1,40.1,40.1,1.0
6496-JDSSB,0,1,1,8,No,Fiber optic,No,No,No,No,Yes,No,1,1,0,80.0,624.6,0.0
2675-DHUTR,1,0,1,58,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,1,98.9,5780.7,0.0
4080-IIARD,0,0,1,13,Yes,DSL,Yes,Yes,No,Yes,Yes,No,1,1,1,76.2,981.45,0.0
4607-CHPCA,0,0,0,25,No,Fiber optic,No,No,No,No,Yes,Yes,12,1,1,90.4,2178.6,1.0
9541-PWTWO,0,1,1,52,Yes,DSL,No,No,Yes,Yes,Yes,Yes,24,1,0,80.95,4233.95,0.0
5862-BRIXZ,0,1,1,46,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,24,1,0,60.75,2893.4,0.0
7247-XOZPB,0,0,1,53,Yes,DSL,Yes,No,Yes,Yes,Yes,No,12,0,0,77.4,4155.95,0.0
5649-VUKMC,0,1,1,12,No,Fiber optic,No,No,Yes,No,Yes,Yes,12,0,0,95.5,1115.15,1.0
0257-ZESQC,1,0,1,27,No,Fiber optic,Yes,No,No,No,No,No,1,1,0,75.2,1929.35,1.0
8168-UQWWF,0,1,1,11,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,0,97.85,1105.4,1.0
6121-VZNQB,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,19.1,19.1,1.0
8679-JOEVF,1,1,1,16,No,DSL,No,No,No,Yes,Yes,No,1,0,1,59.4,1023.9,1.0
5220-AGAAX,0,0,0,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,24.0,1664.3,0.0
0083-PIVIK,0,1,1,64,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,12,0,1,81.25,5567.55,0.0
5174-RNGBH,0,1,1,9,No,DSL,No,Yes,No,Yes,Yes,No,1,0,0,66.25,620.55,1.0
0835-DUUIQ,0,1,0,24,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,21.05,531.55,0.0
6368-TZZDT,0,0,0,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,19.5,96.85,0.0
9944-HKVVB,0,1,1,3,No,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,1,95.1,307.4,1.0
1135-LMECX,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.85,19.85,0.0
8165-CBKXO,0,0,0,66,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,24,1,0,56.75,3708.4,0.0
8799-OXZMD,0,1,1,28,No phone service,DSL,No,No,Yes,No,No,No,1,1,0,29.75,790.7,0.0
6490-FGZAT,0,1,1,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.65,109.3,0.0
4458-KVRBJ,0,1,1,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.0,1510.5,0.0
0880-FVFWF,0,1,1,56,Yes,Fiber optic,Yes,Yes,No,No,No,No,1,1,1,86.4,4922.4,0.0
2558-BUOZZ,0,1,1,47,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,12,0,0,94.8,4535.85,0.0
7989-VCQOH,0,0,0,18,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,0,1,83.25,1611.15,0.0
0898-XCGTF,0,0,1,61,Yes,Fiber optic,No,No,No,No,Yes,Yes,12,1,0,96.5,5673.7,0.0
9681-OXGVC,0,1,1,5,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,1,1,100.5,514.0,1.0
0112-QAWRZ,0,0,0,16,Yes,Fiber optic,No,No,Yes,No,Yes,No,1,1,0,90.8,1442.2,0.0
7634-WSWDB,0,1,0,8,No phone service,DSL,Yes,No,No,No,No,Yes,1,1,1,38.5,330.8,0.0
5968-HYJRZ,0,0,0,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,24.55,1160.45,0.0
7526-IVLYU,0,1,1,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,19.65,68.35,0.0
3039-MJSLN,0,1,0,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.2,50.6,0.0
7472-EQOAV,1,0,0,71,No,Fiber optic,Yes,Yes,Yes,No,No,No,12,1,0,86.7,6179.35,0.0
1325-USMEC,0,0,1,70,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,24,1,0,99.35,6944.5,0.0
4896-CPRPF,0,0,0,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.45,809.25,0.0
0133-BMFZO,0,1,1,2,No,Fiber optic,Yes,Yes,No,Yes,No,No,1,1,1,86.25,181.65,1.0
3799-ISUZQ,0,0,0,7,No,Fiber optic,No,No,No,No,No,No,1,1,0,69.95,529.5,1.0
4989-LIXVT,1,1,1,68,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1,1,1,95.9,6503.2,0.0
6424-ELEYH,0,0,1,3,Yes,Fiber optic,No,No,No,No,No,No,1,1,0,74.75,229.5,1.0
4718-DHSMV,0,1,1,11,No phone service,DSL,No,No,No,No,Yes,No,1,1,0,35.8,363.15,0.0
4781-ZXYGU,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.15,20.15,0.0
1732-FEKLD,0,1,1,54,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,12,1,0,94.75,5121.75,0.0
6595-COKXZ,0,1,1,1,No,DSL,No,No,No,No,No,No,1,1,0,44.45,44.45,1.0
1336-EZFZY,0,1,1,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.05,83.3,0.0
2792-VPPET,0,1,1,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,1,20.5,76.95,0.0
5692-ICXLW,1,1,1,31,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,1,1,90.7,2845.15,0.0
3090-HAWSU,0,1,1,61,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,24,1,0,111.6,6876.05,1.0
4854-CIDCF,1,1,1,3,No,Fiber optic,No,No,Yes,No,No,No,1,0,1,73.85,196.4,0.0
1689-MRZQR,0,0,0,34,No,Fiber optic,No,No,No,No,Yes,No,1,0,1,78.3,2564.3,1.0
6161-UUUTA,1,1,1,3,No,Fiber optic,No,No,No,No,Yes,No,1,1,1,79.9,260.9,1.0
9661-ACXBS,0,1,1,42,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,1,1,105.2,4400.75,1.0
1699-TLDLZ,0,0,0,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,19.7,301.55,0.0
2316-ESMLS,0,0,0,12,No phone service,DSL,Yes,No,No,Yes,No,No,12,0,0,33.15,444.75,0.0
0925-VYDLG,0,1,1,3,Yes,Fiber optic,No,No,No,No,No,No,1,0,1,75.25,242.0,1.0
0485-ZBSLN,0,0,0,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,24.75,1715.1,0.0
2114-MGINA,0,1,1,14,No,Fiber optic,No,No,No,No,Yes,Yes,1,1,0,89.8,1129.1,1.0
0565-JUPYD,0,1,1,63,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,12,0,0,104.5,6590.8,0.0
8017-LXHFA,1,1,1,23,No,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,1,94.75,2293.6,1.0
0690-SRQID,0,1,1,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,19.65,67.55,0.0
1354-YZFNB,0,0,0,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,19.55,68.8,0.0
2753-JMMCV,0,1,1,65,Yes,DSL,No,Yes,Yes,Yes,No,Yes,24,1,0,74.2,4805.65,0.0
3745-HRPHI,0,0,0,66,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,24,0,0,54.65,3632.0,0.0
8217-QYOHV,0,1,1,5,No,DSL,Yes,No,No,Yes,No,No,1,1,0,55.75,266.95,0.0
3525-DVKFN,0,1,1,17,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,19.4,358.05,0.0
7017-VFHAY,0,0,0,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,115.1,7008.15,0.0
3131-NWVFJ,0,0,0,14,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,19.55,294.5,0.0
0907-HQNTS,1,0,1,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,113.0,7987.6,0.0
2040-XBAVJ,0,0,0,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,114.45,8100.55,0.0
5229-DTFYB,0,1,1,41,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,24,1,0,98.8,3959.15,0.0
8564-LDKFL,0,0,1,40,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12,1,0,106.0,4178.65,0.0
4742-DRORA,0,0,0,60,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,12,1,0,95.4,5812.0,0.0
2856-NNASM,1,1,1,43,No,Fiber optic,No,No,No,No,Yes,Yes,1,1,0,89.55,3856.75,1.0
7895-VONWT,0,1,1,25,No phone service,DSL,No,No,Yes,No,Yes,Yes,1,1,1,48.25,1293.8,0.0
9297-EONCV,0,1,1,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,91.35,6697.2,0.0
8627-ZYGSZ,0,0,1,47,Yes,Fiber optic,No,Yes,No,No,No,No,12,1,1,78.9,3650.35,0.0
6100-FJZDG,0,0,0,26,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,1,0,20.05,505.9,0.0
7614-QVWQL,0,0,0,49,No phone service,DSL,No,Yes,No,No,Yes,Yes,12,1,0,51.8,2541.25,1.0
9800-ONTFE,0,0,0,22,Yes,Fiber optic,No,No,No,No,No,No,1,1,0,75.8,1615.1,0.0
0975-VOOVL,0,1,1,3,No phone service,DSL,No,Yes,No,No,No,No,1,0,0,29.2,98.5,0.0
7801-CEDNV,0,0,1,27,No,DSL,Yes,No,No,No,No,No,12,0,0,48.7,1421.75,0.0
4763-PGDPO,0,1,1,4,No,Fiber optic,No,No,No,No,No,No,1,0,1,70.4,281.0,1.0
9242-TKFSV,0,0,0,72,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,1,0,65.1,4754.3,0.0
6101-IMRMM,0,1,0,6,No,Fiber optic,No,No,Yes,No,Yes,Yes,1,0,0,94.5,575.45,1.0
4139-SUGLD,0,0,0,31,No phone service,DSL,Yes,No,No,Yes,No,No,1,0,0,35.4,1077.5,1.0
8734-FNWVH,0,0,0,31,Yes,DSL,No,No,No,No,No,Yes,1,0,0,59.7,1825.5,0.0
0807-ZABDG,0,1,0,3,No,DSL,Yes,No,No,Yes,No,No,1,1,0,55.1,154.65,1.0
5998-VVEJY,0,1,1,26,Yes,Fiber optic,No,No,No,Yes,No,No,1,1,1,80.5,2088.8,1.0
4881-JVQOD,1,0,0,10,No phone service,DSL,No,No,No,No,No,Yes,1,1,0,34.55,362.6,0.0
1456-TWCGB,0,1,1,4,No,DSL,No,Yes,No,No,No,No,1,0,0,49.25,208.45,0.0
0203-HHYIJ,0,1,1,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12,0,0,25.3,676.35,1.0
6976-BWGLQ,0,0,0,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,25.2,1787.35,0.0
1589-AGTLK,0,1,1,3,No,DSL,No,No,No,No,No,No,1,1,1,45.35,141.5,1.0
5985-TBABQ,0,1,1,32,Yes,DSL,Yes,No,No,No,Yes,Yes,12,0,0,74.75,2282.95,0.0
6797-UCJHZ,1,0,1,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,12,0,0,104.6,6819.45,0.0
6509-TSGWN,0,0,0,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,26.45,911.6,0.0
4112-LUEIZ,0,1,1,10,No,Fiber optic,No,No,No,No,Yes,Yes,1,1,1,89.5,863.1,1.0
7269-JISCY,0,1,1,55,No,DSL,No,No,No,No,No,No,12,0,0,45.05,2462.6,0.0
7729-JTEEC,0,0,0,2,No,DSL,No,No,No,No,No,No,1,1,1,44.5,90.05,0.0
8048-DSDFQ,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,20.2,20.2,0.0
8535-SFUTN,0,1,1,61,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1,1,1,106.45,6300.15,0.0
6625-UTXEW,0,0,1,12,No,DSL,No,Yes,No,No,No,No,1,1,1,51.25,612.1,0.0
7996-MHXLW,0,1,1,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,25.15,1683.6,0.0
7010-BRBUU,0,0,0,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,0,0,24.1,1734.65,0.0
0244-LGNFY,0,0,0,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,24,0,0,92.65,6733.0,0.0
9418-RUKPH,0,0,0,38,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,1,0,19.95,756.4,0.0
2882-DDZPG,0,1,1,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,0,19.45,227.45,0.0
9251-WNSOD,0,0,1,67,Yes,DSL,Yes,Yes,Yes,No,No,Yes,12,0,0,75.1,5064.45,0.0
3317-HRTNN,1,1,1,5,No phone service,DSL,No,No,No,No,Yes,Yes,1,0,1,45.7,198.0,1.0
5119-NZPTV,1,0,1,2,No,Fiber optic,No,No,No,No,No,No,1,0,1,70.1,141.65,0.0
7549-MYGPK,0,0,0,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,1,1,1,100.55,6215.35,1.0
3407-QGWLG,0,1,0,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.05,75.45,0.0
4390-KYULV,0,0,1,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,1,0,20.55,51.15,1.0
2642-DTVCO,1,1,1,9,Yes,Fiber optic,No,No,No,No,No,Yes,1,1,1,85.05,746.5,1.0
4039-HEUNW,1,0,1,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,1,96.5,3436.1,1.0
9746-MDMBK,0,0,0,47,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12,1,0,113.45,5317.8,0.0
9626-VFRGG,0,1,0,41,Yes,Fiber optic,No,Yes,No,No,Yes,No,1,1,0,88.5,3645.05,0.0
2460-FPSYH,1,1,1,40,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,1,1,1,55.8,2109.35,1.0
4806-HIPDW,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,1,1,1,68.95,68.95,1.0
9026-LHEVG,0,1,1,9,No phone service,DSL,No,Yes,No,No,No,Yes,1,0,1,40.75,359.4,0.0
2408-WITXK,1,1,1,10,No phone service,DSL,No,No,No,No,No,Yes,1,1,1,34.7,329.8,1.0
7426-GSWPO,1,1,1,64,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,1,1,0,103.5,6548.65,0.0
9817-APLHW,0,1,1,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,0,1,25.0,316.2,0.0
3420-ZDBMA,1,1,1,5,No,Fiber optic,No,No,No,No,No,No,1,1,0,71.45,371.6,0.0
2560-PPCHE,0,1,1,65,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,12,1,0,105.05,6744.25,0.0
9541-ZPSEA,0,0,0,68,No,Fiber optic,Yes,No,Yes,No,No,No,24,0,0,80.35,5375.15,0.0
4671-VJLCL,0,1,1,63,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,24,1,0,79.85,4861.45,0.0
8166-ZZTFS,1,0,1,66,Yes,DSL,No,Yes,Yes,No,Yes,Yes,24,1,0,80.55,5265.1,1.0
5747-PMBSQ,1,0,1,10,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,1,1,0,92.5,934.1,1.0
