customerID,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9227-YBAXE,0,1,1,65,Yes,DSL,Yes,Yes,No,Yes,0,24,1,0,82.5,5215.1,0.0
7274-RTAPZ,0,0,0,1,No,Fiber optic,No,No,No,No,0,1,1,1,90.55,90.55,1.0
7133-VBDCG,0,0,0,25,No,Fiber optic,Yes,Yes,No,No,0,1,1,0,79.85,2015.35,1.0
1843-TLSGD,0,1,1,13,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.85,272.35,0.0
1784-BXEFA,0,0,0,10,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,20.55,187.35,0.0
8844-TONUD,0,1,1,13,No,Fiber optic,No,No,Yes,No,0,1,1,0,96.65,1162.85,1.0
4518-FZBSX,0,1,1,42,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.25,854.9,0.0
7169-YWAMK,0,1,1,72,No,DSL,Yes,Yes,No,Yes,0,24,0,0,68.4,4855.35,0.0
3043-TYBNO,0,0,0,3,No,DSL,No,No,No,Yes,0,1,0,0,60.65,196.9,0.0
9805-FILKB,0,1,1,46,No,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,20.2,845.6,0.0
5791-KAJFD,0,1,1,56,Yes,DSL,Yes,No,Yes,No,0,12,1,0,68.75,3808.0,0.0
2888-ADFAO,0,1,1,47,No,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,21.3,1041.8,0.0
1173-XZPYF,0,0,0,11,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,89.2,990.3,0.0
0980-PVMRC,0,1,1,40,No phone service,DSL,No,Yes,No,No,0,1,1,1,50.85,2036.55,0.0
8981-FJGLA,0,0,1,11,Yes,Fiber optic,No,No,Yes,No,0,1,1,0,78.0,851.8,0.0
1565-RHDJD,0,0,1,4,Yes,Fiber optic,No,Yes,Yes,No,0,1,0,0,84.05,333.55,1.0
5736-YEJAX,0,0,1,69,Yes,DSL,Yes,Yes,Yes,Yes,0,24,1,0,79.45,5502.55,0.0
4229-CZMLL,0,0,0,6,Yes,Fiber optic,No,No,No,No,0,1,1,1,74.9,469.8,1.0
9828-AOQLM,0,1,1,1,No,DSL,No,No,No,No,0,1,1,1,45.7,45.7,1.0
5215-LNLDJ,0,1,1,7,No phone service,DSL,No,No,No,No,0,1,1,1,24.7,149.05,0.0
2798-NYLMZ,0,1,0,71,Yes,Fiber optic,Yes,No,Yes,Yes,0,24,1,0,108.55,7616.0,0.0
1096-ADRUX,0,1,1,66,Yes,Fiber optic,No,No,No,No,0,12,1,0,74.25,4859.25,0.0
1929-ZCBHE,0,1,1,47,No phone service,DSL,Yes,No,Yes,Yes,0,12,0,1,40.3,1794.8,0.0
4137-BTIKL,0,0,0,2,Yes,Fiber optic,Yes,No,No,No,0,1,0,0,90.75,174.75,0.0
3347-YJZZE,0,1,1,29,Yes,DSL,No,Yes,Yes,No,0,1,0,0,80.1,2211.8,0.0
1689-MRZQR,0,1,1,34,No,Fiber optic,No,No,No,No,0,1,0,1,78.3,2564.3,1.0
4174-LPGTI,0,1,1,41,No,DSL,No,Yes,No,Yes,0,12,1,0,66.5,2728.6,1.0
1459-QNFQT,0,1,1,70,No phone service,DSL,Yes,No,Yes,Yes,0,24,0,0,59.5,4144.8,0.0
0374-IOEGQ,0,0,0,3,No,DSL,No,No,No,No,0,1,0,1,44.6,122.7,0.0
8566-YPRGL,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,19.5,19.5,0.0
8066-POXGX,0,0,0,13,No phone service,DSL,No,No,No,No,0,1,1,1,35.1,446.1,1.0
6778-EICRF,0,1,1,24,Yes,DSL,Yes,No,No,No,0,12,0,0,74.8,1821.2,0.0
9839-ETQOE,0,0,1,43,No phone service,DSL,Yes,Yes,Yes,No,0,1,1,1,40.45,1912.85,0.0
4933-IKULF,1,0,0,17,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.65,330.6,0.0
8775-CEBBJ,0,0,0,9,No,DSL,No,No,No,No,0,1,1,0,44.2,403.35,1.0
1090-PYKCI,0,1,1,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,12,1,0,105.1,7234.8,0.0
6418-HNFED,0,1,0,51,No,DSL,Yes,Yes,Yes,Yes,0,24,1,0,83.25,4089.45,0.0
5119-KEPFY,0,1,0,36,Yes,Fiber optic,No,No,No,No,0,1,1,0,95.0,3440.25,0.0
2483-XSSMZ,0,0,0,39,No,DSL,Yes,No,No,No,0,12,1,1,47.85,1886.4,0.0
1428-IEDPR,0,0,0,52,Yes,Fiber optic,Yes,No,Yes,Yes,0,24,1,1,109.3,5731.4,0.0
6510-UPNKS,0,0,0,23,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,24.8,615.35,0.0
4795-WRNVT,0,0,0,40,No,DSL,Yes,Yes,No,No,0,1,0,0,65.1,2586.0,0.0
5197-PYEPU,0,1,1,42,Yes,Fiber optic,Yes,Yes,No,No,0,12,1,0,94.45,3923.8,0.0
4077-HWUYD,0,1,1,72,Yes,DSL,Yes,Yes,Yes,Yes,0,24,1,0,87.55,6463.15,0.0
9845-PEEKO,1,0,0,59,Yes,Fiber optic,No,Yes,No,No,0,24,1,0,79.2,4590.35,0.0
4315-MURBD,0,0,0,12,No,Fiber optic,Yes,No,No,Yes,0,1,1,0,98.9,1120.95,1.0
9526-JAWYF,0,0,0,26,No,Fiber optic,No,Yes,Yes,No,0,1,0,1,89.8,2335.3,1.0
0899-LIIBW,0,1,0,34,Yes,Fiber optic,No,No,Yes,No,0,1,0,1,100.85,3527.3,0.0
4232-JGKIY,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,1,19.2,19.2,0.0
6762-QVYJO,0,1,1,58,No phone service,DSL,Yes,No,Yes,Yes,0,24,0,0,59.75,3624.35,0.0
7672-VFMXZ,0,1,0,57,No,DSL,Yes,No,No,Yes,0,1,0,1,55.7,3171.6,0.0
7733-UDMTP,1,0,0,57,No phone service,DSL,No,Yes,Yes,No,0,1,1,1,55.0,3094.05,0.0
5680-LQOGP,0,0,0,68,No,DSL,Yes,Yes,Yes,Yes,0,24,1,0,82.45,5646.6,0.0
9138-EFSMO,0,1,1,26,No,Fiber optic,No,No,No,No,0,12,0,0,78.95,2034.25,0.0
5457-COLHT,0,1,1,69,No,DSL,Yes,Yes,No,Yes,0,24,0,0,80.65,5542.55,0.0
8190-ZTQFB,0,0,0,41,No phone service,DSL,No,No,Yes,No,0,12,1,1,51.35,2075.1,0.0
8550-XSXUQ,0,1,0,48,Yes,DSL,No,Yes,Yes,No,0,12,1,0,70.55,3420.5,0.0
0936-NQLJU,0,1,0,41,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.65,875.55,0.0
0253-ZTEOB,0,1,1,48,Yes,DSL,No,Yes,No,Yes,0,24,0,1,79.65,3870.3,0.0
7005-CCBKV,0,0,0,6,No,Fiber optic,No,Yes,No,No,0,1,1,1,84.4,556.35,1.0
5696-EXCYS,0,0,0,17,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.45,369.05,0.0
3230-IUALN,0,1,1,45,No,DSL,Yes,No,Yes,Yes,0,24,1,0,81.0,3533.6,0.0
4952-YSOGZ,0,1,1,4,Yes,Fiber optic,No,No,No,No,0,1,1,1,85.95,381.3,1.0
8735-DCXNF,0,1,0,10,No,DSL,Yes,No,No,Yes,0,1,1,0,54.95,568.85,0.0
8108-UXRQN,0,1,1,11,No phone service,DSL,Yes,No,No,No,0,1,0,1,50.55,565.35,0.0
2606-RMDHZ,0,0,0,6,No phone service,DSL,No,Yes,No,No,0,1,1,0,30.5,208.7,1.0
2038-LLMLM,0,0,0,48,Yes,Fiber optic,No,No,Yes,Yes,0,1,1,1,103.85,4946.05,0.0
8241-JUIQO,0,0,0,61,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,19.45,1336.35,0.0
4389-UEFCZ,0,1,0,72,Yes,Fiber optic,Yes,No,Yes,No,0,24,1,1,105.5,7544.0,0.0
0939-YAPAF,0,0,0,35,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,100.25,3527.6,1.0
7107-UBYKY,0,1,1,35,Yes,No,No internet service,No internet service,No internet service,No internet service,1,1,1,1,25.75,882.55,0.0
7402-EYFXX,1,0,0,26,Yes,Fiber optic,No,No,No,No,0,1,1,1,93.6,2404.1,0.0
5153-RTHKF,0,0,0,34,Yes,Fiber optic,No,No,No,No,0,1,0,1,85.35,2896.6,0.0
8873-GLDMH,0,0,0,6,Yes,Fiber optic,No,No,No,No,0,1,1,0,73.85,401.3,0.0
6969-MVBAI,1,0,0,9,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,90.1,816.8,0.0
6927-WTFIV,1,0,0,20,No,Fiber optic,No,No,No,No,0,1,0,0,71.3,1389.2,1.0
9788-HNGUT,0,1,0,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,1,0,116.95,8594.4,0.0
3097-FQTVJ,0,0,0,41,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.0,810.3,0.0
5478-JJVZK,0,0,0,33,Yes,DSL,Yes,Yes,No,No,0,1,1,0,60.9,2033.85,0.0
9819-FBNSV,1,1,0,37,No,Fiber optic,No,No,No,No,0,1,1,0,72.25,2575.45,0.0
9102-OXKFY,0,0,0,59,Yes,DSL,No,No,Yes,No,0,24,0,0,54.15,3116.15,0.0
7839-NUIAA,0,1,1,61,Yes,DSL,Yes,Yes,No,No,0,1,0,1,59.8,3641.5,0.0
4959-JOSRX,0,1,0,2,No,DSL,No,No,No,No,0,1,1,0,44.6,80.55,1.0
0568-ONFPC,0,1,1,5,Yes,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,25.9,135.0,1.0
5445-PZWGX,0,0,0,62,Yes,Fiber optic,Yes,Yes,No,Yes,0,12,0,1,102.0,6529.25,1.0
0678-RLHVP,0,0,0,53,Yes,Fiber optic,No,Yes,Yes,No,0,24,0,1,105.55,5682.25,0.0
5445-GLVOT,0,0,0,22,No,DSL,Yes,No,No,No,0,1,1,1,49.8,1049.05,0.0
3557-HTYWR,0,0,0,47,Yes,DSL,Yes,Yes,No,Yes,0,24,0,0,74.05,3496.3,0.0
7971-HLVXI,0,1,1,72,Yes,Fiber optic,No,No,No,No,0,24,1,0,84.5,6130.85,0.0
2178-PMGCJ,0,0,0,22,No,Fiber optic,No,No,No,No,0,1,1,0,69.7,1490.4,0.0
5747-PMBSQ,1,1,0,10,No,Fiber optic,No,Yes,Yes,Yes,0,1,1,0,92.5,934.1,1.0
6371-NZYEG,0,1,1,16,No,DSL,Yes,No,Yes,No,0,24,0,0,64.25,1024.0,0.0
5208-HFSBT,0,0,0,2,No,DSL,No,Yes,No,Yes,0,1,1,0,55.05,102.75,1.0
9530-EHPOH,0,0,0,11,Yes,DSL,No,No,Yes,No,0,1,0,1,53.75,608.0,1.0
4139-JPIAM,0,0,0,51,No phone service,DSL,Yes,No,No,Yes,0,1,1,0,44.45,2181.55,0.0
5499-ECUTN,0,1,0,47,No,DSL,Yes,No,Yes,No,0,12,1,0,66.05,3021.45,0.0
9661-ACXBS,0,0,0,42,Yes,Fiber optic,Yes,No,Yes,No,0,1,1,1,105.2,4400.75,1.0
3082-WQRVY,1,1,0,14,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,19.65,228.65,0.0
1705-GUHPV,0,0,0,63,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,24.2,1618.2,0.0
9359-JANWS,0,1,0,65,No,DSL,Yes,No,Yes,Yes,0,24,0,0,58.9,3857.1,0.0
9708-HPXWZ,1,0,0,5,No phone service,DSL,No,No,Yes,Yes,0,1,0,0,45.4,214.75,0.0
6035-BXTTY,1,0,0,32,No,DSL,No,Yes,No,Yes,0,1,0,0,54.65,1830.1,0.0
1125-SNVCK,1,0,0,49,No,DSL,No,No,No,No,0,1,0,0,43.8,2106.05,0.0
9979-RGMZT,0,0,0,7,No,Fiber optic,No,Yes,No,No,0,12,1,0,94.05,633.45,0.0
3525-DVKFN,0,0,0,17,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.4,358.05,0.0
7943-RQCHR,0,0,0,9,Yes,Fiber optic,No,No,No,No,0,1,1,1,94.75,889.9,1.0
2253-KPMNB,0,1,1,69,No phone service,DSL,Yes,Yes,Yes,Yes,0,24,0,0,46.25,3121.4,0.0
9135-MGVPY,0,1,0,69,No,DSL,Yes,Yes,Yes,Yes,0,24,1,0,84.7,5878.9,0.0
5981-ZVXOT,1,0,0,35,Yes,Fiber optic,Yes,Yes,Yes,No,0,12,1,1,108.35,3726.15,0.0
4123-FCVCB,0,0,0,12,Yes,DSL,No,No,No,Yes,0,12,1,0,75.85,854.45,0.0
9547-ITEFG,0,1,1,9,Yes,Fiber optic,No,Yes,Yes,No,0,1,1,0,102.6,897.75,0.0
2682-KEVRP,1,0,0,22,No,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,20.05,417.0,0.0
4763-PGDPO,0,0,0,4,No,Fiber optic,No,No,No,No,0,1,0,1,70.4,281.0,1.0
1557-EMYVT,0,0,0,43,Yes,Fiber optic,Yes,Yes,Yes,Yes,0,24,0,0,115.05,4895.1,0.0
4745-LSPLO,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,20.5,20.5,1.0
0557-ASKVU,0,1,1,18,No,DSL,No,No,Yes,Yes,0,12,1,0,54.4,957.1,0.0
4860-YZGZM,0,0,0,10,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,1,20.0,185.4,0.0
9725-SCPZG,0,0,1,1,No,Fiber optic,No,No,No,No,0,1,1,1,90.85,90.85,1.0
0701-TJSEF,0,0,0,9,No,DSL,Yes,No,Yes,Yes,0,1,1,0,68.25,576.95,0.0
8685-WHQPW,1,0,0,22,Yes,Fiber optic,No,No,No,No,0,1,1,0,74.4,1692.6,1.0
4134-BSXLX,0,1,0,28,No,DSL,Yes,Yes,No,Yes,0,1,0,0,60.9,1785.65,0.0
5077-DXTCG,0,0,0,1,No,DSL,No,No,No,No,0,1,1,1,45.3,45.3,1.0
0491-KAPQG,0,0,0,21,Yes,Fiber optic,No,No,No,No,0,1,1,1,73.7,1558.7,0.0
7130-VTEWQ,1,0,0,8,Yes,Fiber optic,No,No,No,No,0,1,1,1,75.75,606.25,1.0
1470-PSXNM,0,1,1,49,Yes,Fiber optic,No,Yes,Yes,No,0,12,1,1,93.65,4520.15,0.0
0842-IWYCP,0,0,0,46,No,DSL,No,No,No,No,0,1,0,0,44.95,2168.9,0.0
7110-BDTWG,0,1,0,71,No phone service,DSL,No,No,Yes,Yes,0,24,1,1,47.05,3263.6,0.0
6313-GIDIT,1,0,0,53,No phone service,DSL,No,Yes,Yes,No,0,1,1,1,54.45,2854.55,1.0
8169-SAEJD,1,1,0,69,No phone service,DSL,Yes,Yes,No,No,0,24,0,0,56.55,3952.65,0.0
3540-RZJYU,0,0,0,15,No,Fiber optic,Yes,No,No,No,0,1,0,1,86.2,1270.2,1.0
7758-XKCBS,0,0,0,15,No phone service,DSL,No,No,No,Yes,0,1,1,1,29.7,438.25,1.0
1064-FBXNK,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,19.85,19.85,0.0
8314-HTWVE,0,1,1,7,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.85,144.15,0.0
5793-YOLJN,0,1,1,55,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,21.0,1210.3,0.0
5057-RKGLH,0,1,1,9,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.35,191.1,0.0
1391-UBDAR,0,0,0,11,No,Fiber optic,No,No,Yes,No,0,1,0,1,72.9,818.45,0.0
2612-PHGOX,0,1,0,64,Yes,DSL,No,Yes,Yes,Yes,0,24,1,0,76.1,4818.8,0.0
4707-YNOQA,0,1,1,34,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,25.6,917.15,0.0
2232-DMLXU,0,1,0,1,No,DSL,No,No,No,No,0,1,0,0,55.2,55.2,1.0
7861-UVUFT,0,1,0,15,No,Fiber optic,No,No,Yes,No,0,1,1,1,84.3,1308.4,1.0
8749-TZYEC,0,1,0,72,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,24.8,1874.3,0.0
9121-PHQSR,1,1,0,16,Yes,Fiber optic,No,No,No,No,0,1,1,0,85.05,1391.15,0.0
4807-IZYOZ,0,0,0,51,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.65,1020.75,0.0
9028-LIHRP,0,1,1,71,No,Fiber optic,Yes,Yes,Yes,Yes,0,24,0,0,100.2,7209.0,0.0
1389-CXMLU,1,0,0,3,Yes,Fiber optic,No,No,Yes,No,0,1,0,1,91.05,289.1,1.0
0769-MURVM,0,1,1,72,No phone service,DSL,Yes,Yes,Yes,Yes,0,24,0,0,65.7,4575.35,0.0
3842-QTGDL,0,1,0,16,No,Fiber optic,Yes,Yes,No,No,0,1,0,0,80.75,1321.3,0.0
0848-SOMKO,0,0,0,70,No phone service,DSL,Yes,No,Yes,Yes,0,24,0,0,48.4,3442.8,0.0
3640-PHQXK,0,0,0,31,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,89.9,2806.9,1.0
0749-IRGQE,1,1,0,13,No phone service,DSL,No,No,No,No,0,1,0,1,45.3,528.45,0.0
6968-GMKPR,0,0,0,55,No,Fiber optic,No,Yes,Yes,No,0,1,1,1,81.55,4509.5,0.0
5527-ACHSO,0,0,0,11,No,DSL,No,No,No,Yes,0,1,0,0,70.5,829.3,0.0
9332-GYWLO,0,1,1,6,No,DSL,No,No,No,No,0,1,0,1,54.85,355.1,0.0
0956-ACVZC,0,0,0,54,No,Fiber optic,No,No,Yes,No,0,12,1,0,94.1,5060.9,0.0
5701-SVCWR,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,24.0,24.0,0.0
1763-WQFUK,0,0,0,3,No,DSL,No,No,No,Yes,0,1,1,0,50.5,147.75,0.0
2080-GKCWQ,0,0,0,2,No,Fiber optic,No,Yes,No,No,0,1,0,1,74.95,151.75,0.0
7529-ZDFXI,1,1,0,57,Yes,Fiber optic,No,Yes,No,No,0,1,1,1,89.85,4925.35,0.0
4671-VJLCL,0,0,0,63,Yes,DSL,Yes,Yes,Yes,Yes,0,24,1,0,79.85,4861.45,0.0
6072-NUQCB,0,1,1,22,No,No,No internet service,No internet service,No internet service,No internet service,1,12,0,0,20.25,488.25,0.0
6696-YDAYZ,0,1,1,16,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.5,290.55,0.0
4283-IVYCI,0,0,0,9,No,DSL,Yes,No,No,Yes,0,1,0,0,64.95,547.8,0.0
5707-ZMDJP,0,1,1,53,No,DSL,Yes,Yes,No,Yes,0,24,1,0,69.7,3729.6,0.0
6265-FRMTQ,0,0,0,31,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.4,609.1,0.0
2740-TVLFN,0,0,0,1,Yes,DSL,No,No,No,No,0,1,1,1,50.15,50.15,0.0
7636-XUHWW,0,0,0,2,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,19.9,33.7,0.0
1304-NECVQ,1,0,0,2,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,78.55,149.55,1.0
0328-GRPMV,0,0,0,1,No,Fiber optic,No,No,No,No,0,1,1,1,70.1,70.1,1.0
5566-SOEZD,0,1,1,27,No,Fiber optic,Yes,Yes,No,No,0,12,1,0,80.65,2209.75,0.0
9638-JIQYA,0,0,0,2,No phone service,DSL,No,No,No,No,0,1,1,0,24.9,49.7,0.0
1926-QUZNN,0,1,0,72,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,1,0,25.25,1841.2,0.0
2754-SDJRD,1,0,0,8,Yes,Fiber optic,No,No,No,Yes,0,1,1,0,100.15,908.55,0.0
0668-OGMHD,0,1,0,21,No phone service,DSL,Yes,No,No,No,0,1,0,1,28.5,629.35,0.0
7524-VRLPL,1,0,0,69,Yes,DSL,Yes,No,Yes,Yes,0,24,0,0,74.1,5031.0,0.0
4146-SVFUD,0,0,0,1,No,DSL,No,No,No,No,0,1,0,0,44.6,44.6,0.0
9850-OWRHQ,0,1,0,3,Yes,Fiber optic,No,No,No,No,0,1,1,0,74.1,228.0,1.0
1545-JFUML,0,1,0,71,Yes,Fiber optic,Yes,Yes,Yes,No,0,24,1,1,99.0,6994.6,0.0
7351-MHQVU,0,0,0,6,No phone service,DSL,Yes,Yes,No,Yes,0,1,0,0,50.95,307.6,0.0
7841-TZDMQ,0,0,0,2,No,DSL,No,No,No,No,0,1,1,0,46.0,84.5,1.0
7669-LCRSD,0,1,1,12,No,DSL,No,No,No,No,0,1,1,0,56.3,628.65,0.0
3009-JWMPU,0,0,0,62,Yes,Fiber optic,No,No,Yes,No,0,12,1,1,96.75,6125.4,1.0
6344-SFJVH,0,0,0,20,No phone service,DSL,No,No,No,No,0,1,0,0,24.9,505.95,0.0
1716-LSAMB,0,1,1,45,No,DSL,Yes,No,No,Yes,0,24,0,0,54.65,2553.7,0.0
2027-DNKIV,0,1,1,37,No,DSL,Yes,No,Yes,Yes,0,12,1,0,58.75,2203.1,0.0
3275-RHRNE,0,1,1,28,No phone service,DSL,No,Yes,Yes,Yes,0,12,1,0,60.0,1682.05,0.0
4145-UQXUQ,1,0,0,8,No,Fiber optic,No,No,Yes,No,0,1,1,1,92.1,729.95,1.0
5652-MSDEY,0,0,0,10,Yes,Fiber optic,No,No,No,No,0,1,1,0,75.75,777.3,0.0
2189-WWOEW,0,0,1,15,No,Fiber optic,No,Yes,No,No,0,1,1,0,85.9,1269.55,1.0
6651-AZVTJ,0,1,1,49,Yes,Fiber optic,No,No,Yes,No,0,1,1,1,99.8,4872.45,1.0
9371-BITHB,0,1,1,52,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,19.85,1070.5,0.0
5424-RLQLC,0,0,0,10,No,DSL,No,Yes,No,No,0,1,1,0,59.65,638.95,0.0
1137-DGOWI,0,1,0,30,No,DSL,No,Yes,Yes,Yes,0,12,0,0,70.25,2198.9,0.0
6223-DHJGV,0,0,0,42,No,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,20.65,958.1,0.0
6457-GIRWB,0,0,0,1,No,Fiber optic,No,No,No,No,0,1,1,1,69.35,69.35,1.0
8443-WVPSS,0,1,0,10,No,Fiber optic,No,Yes,No,Yes,0,1,1,1,99.85,990.9,1.0
9577-WJVCQ,0,0,0,68,Yes,DSL,Yes,No,No,No,0,1,0,0,54.45,3687.75,0.0
5229-PRWKT,0,0,0,8,Yes,Fiber optic,No,No,No,No,0,1,1,1,86.55,649.65,1.0
1656-DRSMG,0,0,0,63,Yes,Fiber optic,No,Yes,Yes,Yes,0,1,1,0,109.85,7002.95,0.0
7673-BQGKU,0,1,1,69,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.15,1337.5,0.0
3370-HXOPH,0,0,0,3,Yes,Fiber optic,No,No,No,No,0,1,0,1,76.1,257.6,0.0
0556-FJEGU,0,0,0,58,No,DSL,No,Yes,Yes,Yes,0,24,0,0,70.1,4048.95,0.0
4451-RWASJ,0,1,1,15,No,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,19.5,239.75,0.0
1022-RKXDR,0,0,0,41,Yes,No,No internet service,No internet service,No internet service,No internet service,1,12,1,0,24.85,962.25,0.0
7639-LIAYI,0,0,0,52,Yes,DSL,Yes,No,No,Yes,0,24,1,0,79.75,4217.8,0.0
6985-HAYWX,0,1,0,26,Yes,Fiber optic,No,Yes,No,No,0,1,0,0,79.3,2015.8,0.0
3312-ZWLGF,1,1,0,29,Yes,Fiber optic,No,No,No,Yes,0,1,1,1,79.3,2414.55,0.0
8680-CGLTP,0,0,0,29,No,DSL,Yes,Yes,No,Yes,0,12,1,1,58.75,1696.2,0.0
4471-KXAUH,0,1,0,42,Yes,Fiber optic,No,No,Yes,Yes,0,1,1,1,84.3,3588.4,1.0
1432-FPAXX,0,0,0,29,No phone service,DSL,No,Yes,No,No,0,1,1,1,30.6,856.35,1.0
5044-XDPYX,0,1,0,51,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,25.5,1281.25,0.0
4811-JBUVU,0,0,0,30,Yes,Fiber optic,No,No,No,Yes,0,1,1,0,89.9,2723.15,0.0
6332-FBZRI,0,1,1,67,Yes,DSL,Yes,Yes,Yes,Yes,0,12,1,0,69.35,4653.25,0.0
5692-FPTAH,0,0,0,1,No,DSL,No,No,No,No,0,1,1,0,45.4,45.4,1.0
3156-QLHBO,0,0,1,2,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.25,48.35,0.0
9076-AXYIK,1,1,0,64,Yes,Fiber optic,No,No,Yes,Yes,0,24,0,1,102.1,6538.45,0.0
4816-JBHOV,1,0,0,2,No,DSL,No,No,No,No,0,1,1,1,44.7,93.7,1.0
6599-RCLCJ,0,1,0,47,Yes,Fiber optic,No,Yes,Yes,Yes,0,1,1,1,109.55,5124.55,1.0
8659-IOOPU,0,1,1,71,Yes,Fiber optic,Yes,No,Yes,Yes,0,24,0,1,100.45,7159.7,0.0
0380-ZCSBI,0,0,0,10,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,20.0,198.7,0.0
1563-IWQEX,0,0,0,12,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,19.7,220.35,0.0
8124-NZVGJ,0,0,0,6,No phone service,DSL,No,No,No,Yes,0,12,1,0,49.25,255.6,0.0
1245-HARPS,0,1,0,14,No,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,20.4,292.4,0.0
5649-ANRML,1,0,0,2,No,Fiber optic,No,Yes,Yes,Yes,0,1,1,0,95.1,180.25,1.0
2369-FEVNO,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,1,1,1,0,19.9,19.9,0.0
8775-LHDJH,1,1,0,1,Yes,Fiber optic,No,Yes,No,No,0,1,1,1,90.6,90.6,1.0
9367-OIUXP,0,0,0,4,No,No,No internet service,No internet service,No internet service,No internet service,1,1,0,0,20.7,73.05,0.0
9742-XOKTS,0,1,1,67,Yes,Fiber optic,Yes,Yes,No,Yes,0,12,0,1,89.55,6038.55,0.0
2402-TAIRZ,0,0,0,37,No,Fiber optic,No,Yes,Yes,No,0,12,0,1,80.05,3019.1,0.0
5649-RXQTV,0,0,0,51,No,Fiber optic,No,Yes,Yes,No,0,1,1,1,99.0,5038.15,0.0
8756-RDDLT,0,0,0,68,No phone service,DSL,No,Yes,No,Yes,0,1,0,1,44.95,3085.35,0.0
9499-XPZXM,0,1,0,72,Yes,DSL,Yes,Yes,No,Yes,0,24,0,0,64.75,4804.75,0.0
4191-XOVOM,0,0,0,63,Yes,Fiber optic,No,Yes,No,Yes,0,1,0,1,105.4,6713.2,0.0
4342-HFXWS,0,1,1,48,No,DSL,Yes,No,Yes,Yes,0,12,0,0,69.7,3023.65,0.0
0578-SKVMF,0,1,1,22,No,Fiber optic,No,Yes,No,No,0,1,0,1,83.3,1845.9,1.0
3280-MRDOF,1,0,0,30,Yes,DSL,No,No,Yes,Yes,0,24,1,0,69.1,2093.9,0.0
7980-MHFLQ,0,1,1,72,Yes,No,No internet service,No internet service,No internet service,No internet service,1,24,0,0,24.9,1859.2,0.0
7147-AYBAA,0,0,0,37,No,Fiber optic,No,No,No,No,0,1,1,0,70.35,2552.9,0.0
